발생년,발생년월일,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,가해자법규,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_
"2019","2019120718",야,토,"1","0","0","0","0",서울,노원구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,962122.000000000000000,1960732.000000000000000,127.070635400000000,37.645289439999999,특수학교,동천학교,서울특별시 노원구 노원로18길 41,서울특별시 노원구 하계1동 288-1,37.644513979999999,127.072925299999994,노원구청,노원경찰서,Y,"2","20",2020/07/14,"3100000",서울특별시 노원구,"0","97"
"2019","2019120718",야,토,"1","0","0","0","0",서울,노원구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,962122.000000000000000,1960732.000000000000000,127.070635400000000,37.645289439999999,어린이집,꿈동산어린이집,서울특별시 노원구 노원로22길 34,서울특별시 노원구 중계1동361-1,37.647350979999999,127.071772199999998,노원구청,노원경찰서,Y,"1","12",2020/07/14,"3100000",서울특별시 노원구,"0","10"
"2019","2019120718",야,토,"1","0","0","0","0",서울,노원구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,962122.000000000000000,1960732.000000000000000,127.070635400000000,37.645289439999999,유치원,상원유치원,서울특별시 노원구 노원로19길 31,서울특별시 노원구 중계3동 511-2,37.643485759999997,127.068754600000005,노원구청,노원경찰서,Y,"1",12~20,2020/07/14,"3100000",서울특별시 노원구,"0","96"
"2019","2019120803",야,일,"1","0","0","0","0",서울,서대문구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,950614.000000000000000,1955221.000000000000000,126.940564300000005,37.595071640000000,,,,,,,,,,,,,,,,
"2019","2019120903",야,월,"1","0","0","0","0",서울,마포구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,화물차,이륜차,950533.000000000000000,1950075.000000000000000,126.939994200000001,37.548685749999997,,,,,,,,,,,,,,,,
"2019","2019121007",주,화,"1","0","0","0","0",서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,961353.000000000000000,1956989.000000000000000,127.062116700000004,37.611520960000000,,,,,,,,,,,,,,,,
"2019","2019121204",야,목,"1","0","0","0","0",서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,955923.000000000000000,1947125.000000000000000,127.001188200000001,37.522370219999999,,,,,,,,,,,,,,,,
"2019","2019121207",주,목,"1","0","0","0","0",서울,양천구,차대사람,기타,기타,과속,단일로,터널안,승용차,보행자,940873.000000000000000,1945447.000000000000000,126.831014300000007,37.506404269999997,,,,,,,,,,,,,,,,
"2019","2019121221",야,목,"1","0","0","0","0",서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,963540.000000000000000,1940474.000000000000000,127.087715900000006,37.462754410000002,,,,,,,,,,,,,,,,
"2019","2019121411",주,토,"1","0","0","0","0",서울,성동구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,959661.000000000000000,1950828.000000000000000,127.043285699999998,37.555917630000003,,,,,,,,,,,,,,,,
"2019","2019121412",주,토,"1","0","0","0","0",서울,성북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,959528.000000000000000,1957237.000000000000000,127.041425700000005,37.613677699999997,유치원,한마음유치원,서울특별시 성북구 월계로 124,,37.616168199999997,127.041187800000003,서울특별시 성북구청,서울특별시 종암경찰서,Y,"1",,2020/02/28,"3070000",서울특별시 성북구,"0","97"
"2019","2019121412",주,토,"1","0","0","0","0",서울,성북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,959528.000000000000000,1957237.000000000000000,127.041425700000005,37.613677699999997,유치원,영천유치원,서울특별시 성북구 장위로 34,서울특별시 성북구 장위동 231-46,37.614126689999999,127.040459600000005,서울특별시 성북구청,서울특별시 종암경찰서,Y,"1",,2020/02/28,"3070000",서울특별시 성북구,"0","10"
"2019","2019121412",주,토,"1","0","0","0","0",서울,성북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,959528.000000000000000,1957237.000000000000000,127.041425700000005,37.613677699999997,어린이집,도담어린이집,서울특별시 성북구 장위로20길 17-7,,37.613115399999998,127.043501199999994,서울특별시 성북구청,서울특별시 종암경찰서,Y,"1","4",2020/02/28,"3070000",서울특별시 성북구,"0","10"
"2019","2019121612",주,월,"1","0","0","0","0",서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,승합차,944403.000000000000000,1950020.000000000000000,126.870605600000005,37.547840520000001,유치원,동연유치원,서울특별시 양천구 목동중앙북로7길 22,서울특별시 양천구 목3동 602-16,37.548808999999999,126.867707499999995,서울특별시 양천구청,양천경찰서,Y,"3","6",2020/06/01,"3140000",서울특별시 양천구,"0","97"
"2019","2019121612",주,월,"1","0","0","0","0",서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,승합차,944403.000000000000000,1950020.000000000000000,126.870605600000005,37.547840520000001,유치원,신목유치원,서울특별시 양천구 목동중앙북로10길 7-10,서울특별시 양천구 목2동 504-12,37.546331000000002,126.870203000000004,서울특별시 양천구청,양천경찰서,Y,"2","6",2020/06/01,"3140000",서울특별시 양천구,"0","97"
"2019","2019121620",야,월,"1","0","0","0","0",서울,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,951923.000000000000000,1943069.000000000000000,126.956187900000003,37.485612619999998,,,,,,,,,,,,,,,,
"2019","2019121702",야,화,"1","0","0","0","0",서울,관악구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,950385.000000000000000,1942872.000000000000000,126.938805200000004,37.483755649999999,어린이집,구립선봉어린이집,서울특별시 관악구 봉천로27길 20,,37.485148000000002,126.939674999999994,서울특별시 관악구청,서울관악경찰서,Y,"1","6",2020/05/31,"3200000",서울특별시 관악구,"0","97"
"2019","2019122002",야,금,"1","0","0","0","0",서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942052.000000000000000,1944307.000000000000000,126.844442900000004,37.496204159999998,어린이집,세라핌어린이집,서울특별시 구로구 고척로18길 92,,37.497723999999998,126.845022200000002,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","1"
"2019","2019122002",야,금,"1","0","0","0","0",서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942052.000000000000000,1944307.000000000000000,126.844442900000004,37.496204159999998,초등학교,오류초등학교,서울특별시 구로구 경인로19길 39,,37.497529030000003,126.842028099999993,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","96"
"2019","2019122002",야,금,"1","0","0","0","0",서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942052.000000000000000,1944307.000000000000000,126.844442900000004,37.496204159999998,유치원,준희유치원,서울특별시 구로구 경인로19길 8,,37.496059660000000,126.842831799999999,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","96"
"2019","2019122002",야,금,"1","0","0","0","0",서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942052.000000000000000,1944307.000000000000000,126.844442900000004,37.496204159999998,어린이집,코레일오류동어린이집,서울특별시 구로구 경인로20가길 24,,37.495482709999997,126.845329899999996,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","96"
"2019","2019122209",주,일,"1","0","0","0","0",서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,956366.000000000000000,1943685.000000000000000,127.006405599999994,37.491385469999997,,,,,,,,,,,,,,,,
"2019","2019122616",주,목,"1","0","0","0","0",서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,948775.000000000000000,1958970.000000000000000,126.919470799999999,37.628760919999998,,,,,,,,,,,,,,,,
"2019","2019122923",야,일,"1","0","0","0","0",서울,동대문구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,961409.900000000023283,1954638.000000000000000,127.062885399999999,37.590333200000003,,,,,,,,,,,,,,,,
"2019","2019123000",야,월,"1","0","0","0","0",서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949345.000000000000000,1943932.000000000000000,126.926969299999996,37.493253220000000,특수학교,새롬학교,서울특별시 관악구 보라매로 44,,37.493125999999997,126.927367000000004,서울특별시 관악구청,서울관악경찰서,Y,"2","20",2020/05/31,"3200000",서울특별시 관악구,"0","98"
"2019","2019123101",야,화,"1","0","0","0","0",서울,서초구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,954355.000000000000000,1944739.000000000000000,126.983592299999998,37.500788260000000,,,,,,,,,,,,,,,,
"2019","2019123105",야,화,"1","0","0","0","0",서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,964440.000000000000000,1943029.000000000000000,127.097769299999996,37.485818920000000,유치원,반디유치원,서울특별시 강남구 광평로47길 17,,37.487909819999999,127.098186699999999,서울특별시 강남구청,수서경찰서,Y,"2","9.6",2020/06/24,"3220000",서울특별시 강남구,"0","7"
"2019","2019123105",야,화,"1","0","0","0","0",서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,964440.000000000000000,1943029.000000000000000,127.097769299999996,37.485818920000000,어린이집,수서어린이집,서울특별시 강남구 광평로 242,,37.486134999999997,127.099053999999995,서울특별시 강남구청,수서경찰서,Y,"1","8",2020/06/24,"3220000",서울특별시 강남구,"0","12"
