발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_
"2012","20120221",야간,금,"1","1","0","0","0",서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,"948184","1939149",126.914172799999989,37.450078480000002,초등학교,탑동초등학교,서울특별시 금천구 탑골로 47-3,서울특별시 금천구 시흥동 230,37.452517810000003,126.915367500000002,서울특별시 금천구청,금천경찰서,Y,"1",6~10,2020/02/20,"3170000",서울특별시 금천구,"0","95"
"2012","20120221",주간,금,"1","1","0","0","0",서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"958722","1943119",127.033087899999998,37.486392240000001,어린이집,서초구청직장어린이집,서울특별시 서초구 남부순환로347길 46,서울특별시 서초구 서초2동 1360-26,37.486421940000000,127.031419700000001,서울시 서초구,서초경찰서,Y,"1","3",2019/06/03,"3210000",서울특별시 서초구,"0","8"
"2012","20120221",주간,금,"1","1","0","0","0",서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,자전거,"965864","1946808",127.113700799999989,37.519934520000000,초등학교,잠실초등학교,서울특별시 송파구 올림픽로35길 20(,서울특별시 송파구 잠실4동 20-1,37.520186600000002,127.111310099999997,서울특별시 송파구청,송파경찰서,Y,"1",15~28,2020/02/20,"3230000",서울특별시 송파구,"0","10"
"2012","20120221",주간,금,"1","1","0","0","0",서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,자전거,"965864","1946808",127.113700799999989,37.519934520000000,유치원,햇빛유치원,서울특별시 송파구 올림픽로 419,서울특별시 송파구 잠실4동 20-52,37.520487000000003,127.114124000000004,서울특별시 송파구청,송파경찰서,Y,"1","6",2020/02/20,"3230000",서울특별시 송파구,"0","9"
"2012","20120224",야간,토,"1","1","0","0","0",서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,"0","948987","1954245",126.922395299999991,37.586196049999998,유치원,충암유치원,서울특별시 서대문구 가좌로길 5,서울특별시 서대문구 남가좌2동 2-3,37.584535000000002,126.922319000000002,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,"2","6",2019/03/04,"3120000",서울특별시 서대문구,"0","9"
"2012","20120224",야간,토,"1","1","0","0","0",서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,"0","948987","1954245",126.922395299999991,37.586196049999998,초등학교,충암초등,서울특별시 은평구 가좌로5길 5,서울특별시 은평구 가좌로5길 5,37.585045700000002,126.921738599999998,서울특별시 은평구,서부경찰서,Y,"5","6",2019/07/31,"3110000",서울특별시 은평구,"0","97"
"2012","20120224",주간,수,"1","1","0","0","0",서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,"962499","1955001",127.075202800000000,37.593650060000002,유치원,동원초등학교병설유치원,서울특별시 중랑구 서울특별시 중랑구 송림길 114,서울특별시 중랑구 망우본동 216,37.594977999999998,127.076570000000004,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","97"
"2012","20120225",야간,화,"1","3","1","1","0",서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,"950923","1954517",126.943587500000007,37.589173129999999,초등학교,인왕초등학교,서울특별시 서대문구 세무서길 33-9,서울특별시 서대문구 홍제3동 245-1,37.590336999999998,126.945194000000001,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,"5",13~15,2019/03/04,"3120000",서울특별시 서대문구,"0","95"
"2012","20120225",야간,화,"1","3","1","1","0",서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,"950923","1954517",126.943587500000007,37.589173129999999,유치원,홍제성당유치원,서울특별시 서대문구 통일로40길 18,서울특별시 서대문구 홍제3동 301-6,37.590144000000002,126.943955000000003,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,"1",5~6,2019/03/04,"3120000",서울특별시 서대문구,"0","95"
"2012","20120225",야간,화,"1","3","1","1","0",서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,"950923","1954517",126.943587500000007,37.589173129999999,유치원,인왕초교(병설)유치원,서울특별시 서대문구 세무서길 33-9,서울특별시 서대문구 홍제3동 245-1,37.590336999999998,126.945194000000001,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,"1",13~15,2019/03/04,"3120000",서울특별시 서대문구,"0","95"
"2012","20120225",주간,월,"1","1","0","0","0",서울,강남구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,소형,"961616","1945037",127.065219699999986,37.504596149999998,유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,,37.503722760000002,127.063564000000000,서울특별시 강남구청,수서경찰서,Y,"1","5.5",2020/06/24,"3220000",서울특별시 강남구,"0","95"
"2012","20120225",주간,월,"1","1","0","0","0",서울,강남구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,소형,"961616","1945037",127.065219699999986,37.504596149999998,초등학교,대현초등학교,서울특별시 강남구 역삼로98길 16,,37.503722760000002,127.063564000000000,서울특별시 강남구청,수서경찰서,Y,"4","5.5",2020/06/24,"3220000",서울특별시 강남구,"0","95"
"2012","20120301",주간,화,"1","10","2","1","6",서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,대형,"946684","1946129",126.896741299999988,37.513130799999999,유치원,영등포초등학교병설유치원,서울특별시 영등포구 경인로 756,서울특별시 영등포구 문래동1가 35-2,37.512932999999997,126.898261000000005,영등포구청,영등포경찰서,Y,"1",5~13,2020/06/30,"3180000",서울특별시 영등포구,"0","96"
"2012","20120301",주간,화,"1","10","2","1","6",서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,대형,"946684","1946129",126.896741299999988,37.513130799999999,초등학교,영등포초등학교,서울특별시 영등포구 경인로 756,서울특별시 영등포구 문래동1가 35-2,37.512932999999997,126.898261000000005,영등포구청,영등포경찰서,Y,"5",5~13,2020/06/30,"3180000",서울특별시 영등포구,"0","96"
"2012","20120302",주간,목,"1","1","0","0","0",서울,은평구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,"948749","1959153",126.919163400000002,37.630408860000003,초등학교,은진초등,서울특별시 은평구 진관1로 21-20,서울특별시 은평구 진관1로 21-20,37.632607000000000,126.920928200000006,서울특별시 은평구,은평경찰서,Y,"2","12",2019/07/31,"3110000",서울특별시 은평구,2017-05-30,"9"
"2012","20120302",야간,토,"1","1","0","0","0",서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,"943783","1949158",126.863653200000016,37.540033670000000,어린이집,청솔어린이집,서울특별시 양천구 목동중앙남로3가길 115,서울특별시 양천구 목3동 713-23,37.540751100000001,126.864345000000000,서울특별시 양천구청,양천경찰서,Y,"1","6",2020/06/01,"3140000",서울특별시 양천구,"0","97"
"2012","20120302",야간,토,"1","1","0","0","0",서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,"943783","1949158",126.863653200000016,37.540033670000000,유치원,등마초등학교,서울특별시 강서구 등촌로35길 12 (등촌동),,37.542025799999998,126.861633800000007,서울특별시 강서구청,강서경찰서,Y,"1","8",2020/01/01,"3150000",서울특별시 강서구,"0","9"
"2012","20120302",야간,목,"1","1","0","0","0",서울,금천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,대형,"946030","1941806",126.889626499999991,37.473903360000001,어린이집,모아래 어린이집,서울특별시 금천구 가산로 9길 35,서울특별시 금천구 가산동 219-21,37.476298460000002,126.890459800000002,서울특별시 금천구청,금천경찰서,Y,"1",6~10,2020/02/20,"3170000",서울특별시 금천구,"0","6"
"2012","20120302",야간,목,"1","1","0","0","0",서울,금천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,대형,"946030","1941806",126.889626499999991,37.473903360000001,유치원,시내유치원,서울특별시 금천구 가산로 99,서울특별시 금천구 가산동 769,37.476155060000004,126.891287599999998,서울특별시 금천구청,금천경찰서,Y,"1",6~12,2020/02/20,"3170000",서울특별시 금천구,"0","99"
"2012","20120304",야간,일,"1","2","1","0","0",서울,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,"0","941899","1950935",126.822701799999990,37.558580849999998,초등학교,공진초등학교,서울특별시 강서구 마곡서로 33 (마곡동),,37.557822000000002,126.822610999999995,서울특별시 강서구청,강서경찰서,N,,,2020/01/01,"3150000",서울특별시 강서구,"0","97"
"2012","20120304",야간,일,"1","2","1","0","0",서울,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,"0","941899","1950935",126.822701799999990,37.558580849999998,유치원,공진초등학교병설유치원,서울특별시 강서구 마곡서로 33 (마곡동),,37.557822000000002,126.822610999999995,서울특별시 강서구청,강서경찰서,N,,,2020/01/01,"3150000",서울특별시 강서구,"0","97"
"2012","20120306",주간,토,"1","1","0","0","0",서울,강남구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,중형,"961767","1944716",127.067447200000004,37.500917760000000,어린이집,대치어린이집,서울특별시 강남구 영동대로65길 11,,37.501854780000002,127.065541999999994,서울특별시 강남구청,수서경찰서,Y,"1","12",2020/06/24,"3220000",서울특별시 강남구,"0","11"
"2012","20120306",주간,토,"1","1","0","0","0",서울,강남구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,중형,"961767","1944716",127.067447200000004,37.500917760000000,어린이집,한티어린이집,"서울특별시 강남구 영동대로57길 7, 대치문화복지회관 3층",,37.499954670000001,127.066937999999993,서울특별시 강남구청,수서경찰서,Y,"1","8",2020/06/24,"3220000",서울특별시 강남구,"0","11"
"2012","20120308",주간,월,"1","3","0","2","0",서울,동대문구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로부근,소형,대형,"962244","1953362",127.072398900000010,37.578866859999998,초등학교,은석초교,서울특별시 동대문구 장안벚꽃로 205,서울특별시 동대문구 장안2동 328,37.578555610000002,127.075764500000005,서울특별시 동대문구청,동대문경찰서,Y,"1",,2019/11/25,"3050000",서울특별시 동대문구,"0","97"
"2012","20120308",주간,월,"1","3","0","2","0",서울,동대문구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로부근,소형,대형,"962244","1953362",127.072398900000010,37.578866859999998,어린이집,배봉어린이집,서울특별시 동대문구 사가정로25길 51,서울특별시 동대문구 장안동 94-61,37.581164500000000,127.070637399999995,서울특별시 동대문구청,동대문경찰서,Y,"1",,2019/11/25,"3050000",서울특별시 동대문구,"0","9"
"2012","20120308",주간,토,"1","1","0","0","0",서울,도봉구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,"959564","1959215",127.041724200000004,37.631507380000002,유치원,초안유치원,서울특별시 노원구 우이천로 102,서울특별시 노원구 월계2동 초안@단지,37.630678570000001,127.043452500000001,노원구청,노원경찰서,Y,"2",5.5~8,2020/07/14,"3100000",서울특별시 노원구,"0","10"
"2012","20120308",주간,토,"1","1","0","0","0",서울,도봉구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,"959564","1959215",127.041724200000004,37.631507380000002,초등학교,신화,서울특별시 도봉구 우이천로 120,,37.632669800000002,127.040859600000005,도봉구청,도봉경찰서,Y,"4",6~15,2019/09/05,"3090000",서울특별시 도봉구,2017-10-19,"96"
"2012","20120310",주간,수,"1","1","0","0","0",서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,"963481","1948743",127.086638100000002,37.537284149999998,어린이집,구의3동어린이집,서울특별시 광진구 광나루로54길 36 (구의동),서울특별시 광진구 구의3동 199-21,37.539327999999998,127.086355999999995,서울특별시청,광진경찰서,Y,"2",,2019/02/20,"3040000",서울특별시 광진구,"0","10"
"2012","20120317",주간,수,"1","1","0","0","0",서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,"954607","1953227",126.985918200000000,37.577305100000004,초등학교,재동초등학교,서울특별시 종로구 북촌로4길 7,서울특별시 종로구 가회동 210,37.579902699999998,126.985585799999996,종로구청,종로경찰서,Y,"2",6~25,2019/01/14,"3000000",서울특별시 종로구,"0","95"
"2012","20120318",야간,화,"1","4","2","0","1",서울,강남구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로내,중형,중형,"961566","1945196",127.065148200000010,37.505235849999998,유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,,37.503722760000002,127.063564000000000,서울특별시 강남구청,수서경찰서,Y,"1","5.5",2020/06/24,"3220000",서울특별시 강남구,"0","95"
"2012","20120318",야간,화,"1","4","2","0","1",서울,강남구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로내,중형,중형,"961566","1945196",127.065148200000010,37.505235849999998,초등학교,대현초등학교,서울특별시 강남구 역삼로98길 16,,37.503722760000002,127.063564000000000,서울특별시 강남구청,수서경찰서,Y,"4","5.5",2020/06/24,"3220000",서울특별시 강남구,"0","95"
"2012","20120319",야간,토,"1","1","0","0","0",서울,영등포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,소형,"947429","1948273",126.905142800000007,37.532381190000002,유치원,영중유치원,서울특별시 영등포구 영중로 163,서울특별시 영등포구 영등포동8가 84,37.531074330000003,126.905232299999994,영등포구청,영등포경찰서,Y,"1",5~26,2020/06/30,"3180000",서울특별시 영등포구,"0","95"
"2012","20120321",야간,금,"1","1","0","0","0",서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,경형,보행자,"947364","1944519",126.904518500000009,37.498433140000003,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497563999999997,126.906102000000004,영등포구청,영등포경찰서,Y,"1","8",2020/06/30,"3180000",서울특별시 영등포구,"0","7"
"2012","20120321",주간,목,"1","1","0","0","0",서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,"939537","1952330",126.815332199999986,37.568353940000002,초등학교,송화초등학교,서울특별시 강서구 방화대로34길 2 (방화동),,37.568150910000000,126.818031700000006,서울특별시 강서구청,강서경찰서,Y,"1","10",2020/01/01,"3150000",서울특별시 강서구,2017-09-08,"97"
"2012","20120323",야간,월,"1","1","0","0","0",서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"957193","1945091",127.015678599999987,37.504096949999997,초등학교,서원초등학교,서울특별시 서초구 고무래로 63,서울특별시 서초구 반포1동 30-8,37.502795800000001,127.015137699999997,서울시 서초구,서초경찰서,Y,"1","2",2019/06/03,"3210000",서울특별시 서초구,2016-09-05,"96"
"2012","20120325",야간,수,"1","2","1","0","0",서울,서초구,차대차,기타,기타,중앙선 침범,교차로,교차로부근,소형,중형,"955561","1941714",126.997418600000003,37.473581770000003,어린이집,서초어린이집,서울특별시 서초구 남부순환로 2271-1,서울특별시 서초구 방배3동 1027-6,37.474629800000002,127.000247700000003,서울시 서초구,방배경찰서,Y,"1","1",2019/06/03,"3210000",서울특별시 서초구,"0","8"
"2012","20120326",야간,목,"1","1","0","0","0",서울,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,대형,"948651","1941642",126.919278700000007,37.472574590000001,유치원,신림유치원,서울특별시 관악구 난곡로 32길 12,,37.472093000000001,126.920238200000000,서울특별시 관악구청,서울관악경찰서,Y,"2",4~6,2020/05/31,"3200000",서울특별시 관악구,"0","96"
"2012","20120326",야간,목,"1","1","0","0","0",서울,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,대형,"948651","1941642",126.919278700000007,37.472574590000001,유치원,애동유치원,서울특별시 관악구 법원단지길 56,,37.473813929999999,126.920254000000000,서울특별시 관악구청,서울관악경찰서,Y,"2","8",2020/05/31,"3200000",서울특별시 관악구,"0","98"
"2012","20120327",야간,일,"1","1","0","0","0",서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,"960758","1947077",127.055906000000007,37.522156000000003,어린이집,튼튼영재어린이집,"서울특별시 강남구 학동로101길 26, 삼익상가3층",,37.522445070000003,127.057620600000007,서울특별시 강남구청,강남경찰서,Y,"3","6",2020/06/24,"3220000",서울특별시 강남구,"0","11"
"2012","20120329",주간,금,"1","1","0","0","0",서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,"947421","1939881",126.905494599999997,37.456633099999998,초등학교,시흥초등학교,서울특별시 금천구 독산로 23길 26,서울특별시 금천구 시흥동 841-19,37.455338820000001,126.904640799999996,서울특별시 금천구청,금천경찰서,Y,"1",4~10,2020/02/20,"3170000",서울특별시 금천구,"0","97"
"2012","20120329",주간,화,"1","11","2","7","1",서울,금천구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로부근,중형,대형,"946734","1940970",126.897648400000023,37.466409179999999,초등학교,독산초등학교,서울특별시 금천구 시흥대로 104길 31,서울특별시 금천구 독산동 1034,37.465656729999999,126.899712800000003,서울특별시 금천구청,금천경찰서,Y,"1",4~8,2020/02/20,"3170000",서울특별시 금천구,"0","95"
"2012","20120331",주간,월,"2","5","2","1","0",서울,서초구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,중형,"956827","1944924",127.011547600000000,37.502574680000002,어린이집,서초성모어린이집,서울특별시 서초구 고무래로8길 21,서울특별시 서초구 반포4동 54-9,37.501026799999998,127.009551599999995,서울시 서초구,방배경찰서,Y,"1","1",2019/06/03,"3210000",서울특별시 서초구,"0","8"
"2012","20120331",야간,수,"1","1","0","0","0",서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"947697","1944391",126.908294699999999,37.497298379999997,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497563999999997,126.906102000000004,영등포구청,영등포경찰서,Y,"1","8",2020/06/30,"3180000",서울특별시 영등포구,"0","7"
"2012","20120331",야간,수,"1","1","0","0","0",서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"947697","1944391",126.908294699999999,37.497298379999997,유치원,평강유치원,서울특별시 영등포구 신길로 27,서울특별시 영등포구 대림동 912-46,37.494931970000003,126.908145000000005,영등포구청,영등포경찰서,Y,"1",4.2~4.7,2020/06/30,"3180000",서울특별시 영등포구,"0","9"
"2012","20120401",주간,월,"1","1","0","0","0",서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,"941905","1948085",126.843957700000004,37.532264450000000,유치원,새화곡유치원,서울특별시 강서구 강서로15길 40 (화곡동),,37.532301900000000,126.843815000000006,서울특별시 강서구청,강서경찰서,Y,"1","6",2020/01/01,"3150000",서울특별시 강서구,"0","96"
"2012","20120402",야간,금,"1","1","0","0","0",서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,"941538","1947075",126.838408299999983,37.521119880000001,초등학교,강서초교,서울특별시 양천구 오목로 31,서울특별시 양천구 신월4동 441,37.522413350000001,126.840913299999997,서울특별시 양천구청,양천경찰서,Y,"7","5",2020/06/01,"3140000",서울특별시 양천구,"0","96"
"2012","20120402",야간,금,"1","1","0","0","0",서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,"941538","1947075",126.838408299999983,37.521119880000001,어린이집,파랑새어린이집,서울특별시 양천구 남부순환로70길 8,서울특별시 양천구 신월7동 965-1,37.522132460000002,126.835877999999994,서울특별시 양천구청,양천경찰서,Y,"2","7",2020/06/01,"3140000",서울특별시 양천구,"0","97"
"2012","20120402",야간,금,"1","1","0","0","0",서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,"941538","1947075",126.838408299999983,37.521119880000001,어린이집,지원어린이집,서울특별시 양천구 남부순환로73길 15-8,서울특별시 양천구 신월4동 521-4,37.520736260000000,126.840067000000005,서울특별시 양천구청,양천경찰서,Y,"1","5",2020/06/01,"3140000",서울특별시 양천구,"0","11"
"2012","20120402",야간,금,"1","1","0","0","0",서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,"941538","1947075",126.838408299999983,37.521119880000001,학원,잉글리쉬러닝베이(신월),서울특별시 양천구 지양로 46,서울특별시 양천구 신월7동 972-2,37.520018999999998,126.835470999999998,서울특별시 양천구청,양천경찰서,Y,"1","7",2020/06/01,"3140000",서울특별시 양천구,"0","0"
"2012","20120402",야간,월,"1","1","0","0","0",서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"952673","1952693",126.964050700000001,37.572394660000000,특수학교,수도사랑의학교,서울특별시 종로구 사직로7길17,서울특별시 종로구 사직동 262-57,37.574720999999997,126.965216999999996,종로구청,종로경찰서,Y,"1","12",2019/01/14,"3000000",서울특별시 종로구,"0","6"
"2012","20120402",야간,월,"1","1","0","0","0",서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"952673","1952693",126.964050700000001,37.572394660000000,어린이집,상록수 어린이집,서울특별시 종로구 송월1길 73-7,서울특별시 종로구 행촌동 1-140,37.572717200000000,126.964438099999995,종로구청,종로경찰서,Y,"1",6~8,2019/01/14,"3000000",서울특별시 종로구,"0","8"
"2012","20120403",야간,금,"1","1","0","0","0",서울,금천구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,중형,보행자,"945390","1942785",126.882316099999983,37.482689649999998,어린이집,가산 어린이집,서울특별시 금천구 벚꽃로 38길 35,서울특별시 금천구 가산동 602-71,37.482621000000002,126.884503400000000,서울특별시 금천구청,금천경찰서,Y,"1",6~8,2020/02/20,"3170000",서울특별시 금천구,"0","11"
