발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),옐로카펫_설치유무
2014,20140102,야간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,959558,1959113,127.0416618,37.63058777,유치원,초안유치원,서울특별시 노원구 우이천로 102,서울특별시 노원구 월계2동 초안@단지,37.63067857,127.0434525,노원구청,노원경찰서,Y,2.0,5.5~8,2020/07/14,3100000,서울특별시 노원구,0,10,1.5,-1.3,6.2,,0
2014,20140102,야간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,959558,1959113,127.0416618,37.63058777,초등학교,서울번동초등학교,서울특별시 강북구 오현로 204,서울특별시 강북구 번동 236,37.62903,127.04001,강북구청,강북경찰서,Y,3.0,20,2019/05/10,3080000,서울특별시 강북구,0,97,1.5,-1.3,6.2,,0
2014,20140102,야간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,959558,1959113,127.0416618,37.63058777,초등학교,신화,서울특별시 도봉구 우이천로 120,,37.6326698,127.0408596,도봉구청,도봉경찰서,Y,4.0,6~15,2019/09/05,3090000,서울특별시 도봉구,20171019,96,1.5,-1.3,6.2,,0
2014,20140103,야간,목,1,1,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,959077,1945776,127.0369555,37.51035657,유치원,성결유치원,서울특별시 강남구 언주로121길 5,,37.511421,127.035354,서울특별시 강남구청,강남경찰서,Y,4.0,6,2020/06/24,3220000,서울특별시 강남구,0,7,2.3,-1.1,7.3,,0
2014,20140106,주간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,947424,1944662,126.9051871,37.49972545,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497564,126.906102,영등포구청,영등포경찰서,Y,1.0,8,2020/06/30,3180000,서울특별시 영등포구,0,7,0.8,-3.7,6.4,,0
2014,20140106,주간,토,1,1,0,0,0,서울,강서구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,939193,1951551,126.8115017,37.56131023,초등학교,송정초등학교,서울특별시 강서구 공항대로3길 18 (공항동),,37.56223179,126.8102817,서울특별시 강서구청,강서경찰서,Y,1.0,10,2020/01/01,3150000,서울특별시 강서구,20170914,96,0.8,-3.7,6.4,,0
2014,20140107,야간,화,1,1,0,0,0,서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,0,963185,1951252,127.08316180000001,37.55988688,초등학교,용마초등학교,서울특별시 광진구 천호대로 113길 10,서울특별시 광진구 중곡2동 135-1,37.557931,127.08191,서울특별시청,광진경찰서,Y,10.0,,2019/02/20,3040000,서울특별시 광진구,0,96,3.0,0.3,5.5,0.0,0
2014,20140107,야간,화,1,1,0,0,0,서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,0,963185,1951252,127.08316180000001,37.55988688,유치원,예일유치원,서울특별시 광진구 천호대로 111길 41,서울특별시 광진구 중곡2동 141-12,37.558236,127.080604,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,6,3.0,0.3,5.5,0.0,0
2014,20140107,야간,화,1,1,0,0,0,서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,0,963185,1951252,127.08316180000001,37.55988688,어린이집,키즈용맹(구.하은)어린이집,서울특별시 광진구 긴고랑로 148 (중곡동),서울특별시 광진구 중곡4동 76-58,37.55857,127.082342,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,7,3.0,0.3,5.5,0.0,0
2014,20140108,야간,화,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,952403,1952596,126.9609996,37.57150647,어린이집,독립문어린이집,서울특별시 서대문구 독립문로10,서울특별시 서대문구 영천동 100,37.570385,126.95966600000001,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,12~13,2019/03/04,3120000,서울특별시 서대문구,0,6,0.5,-5.7,4.0,0.0,0
2014,20140109,야간,금,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,952125,1942235,126.958527,37.47810603,초등학교,인헌초등학교,서울특별시 관악구 낙성대로 23,,37.47675328,126.9598656,서울특별시 관악구청,서울관악경찰서,Y,3.0,6~30,2020/05/31,3200000,서울특별시 관악구,0,95,-7.8,-10.4,-4.3,,0
2014,20140110,주간,금,1,1,0,0,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,부당한 회전,교차로,교차로내,원동기장치자전거,중형,949744,1946769,126.9312889,37.51884551,유치원,침례유치원,서울특별시 영등포구 국제금융로 118,서울특별시 영등포구 여의도동 53-19,37.51773399,126.9342568,영등포구청,영등포경찰서,Y,2.0,33,2020/06/30,3180000,서울특별시 영등포구,0,98,-4.7,-9.3,-0.9,0.0,0
2014,20140111,야간,토,1,1,0,0,0,서울,은평구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,경형,소형,948618,1957352,126.9178054,37.6141691,초등학교,대조초등,서울특별시 은평구 연서로18길 17,서울특별시 은평구 연서로18길 17,37.6132233,126.9195423,서울특별시 은평구,은평경찰서,Y,7.0,5,2019/07/31,3110000,서울특별시 은평구,0,95,-1.7,-5.4,2.4,,0
