발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2014,2014-01-01 18:00,5,야간,목,1,1,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,998124,1925390,127.4876269,37.33953297
2014,2014-01-01 21:00,5,주간,화,1,1,0,0,0,경북,포항시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,화물차,대형,1168677,1784188,129.3723768,36.03996462
2014,2014-01-01 21:00,59,야간,목,1,1,0,0,0,경기,이천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,불명,불명,996280,1919670,127.4580389,37.27594171
2014,2014-01-01 21:00,15,주간,화,1,1,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,996534,1847133,127.4612367,36.62205754
2014,2014-01-02 5:00,55,주간,금,1,2,0,1,0,경남,창녕군,차대차,추돌,진행중 추돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,이륜차,사발이,1089070,1729025,128.4827363,35.55321975
2014,2014-01-02 6:00,42,야간,일,2,2,0,0,0,경기,광주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,화물차,중형,977787,1932802,127.2490479,37.39405363
2014,2014-01-02 9:00,30,주간,목,1,1,0,0,0,인천,서구,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,소형,보행자,보행자,925924,1956027,126.6373406,37.59751713
2014,2014-01-02 12:00,25,야간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,959558,1959113,127.0416618,37.63058777
2014,2014-01-02 17:00,30,주간,목,1,1,0,0,0,충남,천안시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,967404,1866788,127.134616,36.79868986
2014,2014-01-02 18:00,30,주간,월,1,1,0,0,0,경기,시흥시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,중형,935683,1936996,126.7730347,37.42988837
2014,2014-01-02 18:00,40,주간,월,1,1,0,0,0,대구,북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,1099252,1769117,128.6000194,35.9136687
2014,2014-01-02 19:00,50,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,912436,1502978,126.5571425,33.51511658
2014,2014-01-02 19:00,45,야간,화,1,1,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,0,0,948319,1902471,126.9182496,37.11948787
2014,2014-01-02 20:00,0,야간,월,1,1,0,0,0,경북,경주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,1158224,1779193,129.2553964,35.99670694
2014,2014-01-02 20:00,20,주간,금,1,3,2,0,0,전북,김제시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,0,0,943546,1754962,126.8752818,35.78946116
2014,2014-01-02 21:00,5,야간,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,998976,1850825,127.4885428,36.65534659
2014,2014-01-02 22:00,0,주간,일,1,3,0,2,0,강원,동해시,차대차,추돌,진행중 추돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,소형,승용차,소형,1141750,1948544,129.104174,37.52531751
2014,2014-01-02 23:00,25,주간,목,1,1,0,0,0,경북,구미시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,보행자,보행자,1075254,1790209,128.3360822,36.10595442
2014,2014-01-03 3:00,50,야간,금,1,1,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,중형,0,0,980954,1962002,127.2840696,37.6573202
2014,2014-01-03 4:00,40,야간,목,1,1,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959077,1945776,127.0369555,37.51035657
2014,2014-01-03 4:00,12,야간,목,2,3,1,0,0,충북,진천군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,대형,994979,1888570,127.4410973,36.99899965
2014,2014-01-03 6:00,50,야간,월,1,1,0,0,0,경북,포항시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,중형,0,0,1169850,1776383,129.3452362,35.9717673
2014,2014-01-03 6:00,5,주간,토,1,1,0,0,0,전남,고흥군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,0,0,971775,1617925,127.1923473,34.55500878
2014,2014-01-03 6:00,20,주간,일,1,1,0,0,0,경북,고령군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1079990,1750319,128.3846794,35.74596844
2014,2014-01-03 9:00,47,야간,월,1,1,0,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,0,0,941212,1927839,126.8362522,37.34772203
2014,2014-01-03 10:00,4,주간,수,1,7,1,5,0,전북,부안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,승용차,중형,932324,1749150,126.7515992,35.73635364
2014,2014-01-03 12:00,25,주간,수,1,1,0,0,0,전북,부안군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,0,0,921352,1746589,126.6262044,35.71042571
2014,2014-01-03 15:00,0,주간,수,1,2,1,0,0,경기,의왕시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,대형,955518,1931773,126.9975316,37.38397722
2014,2014-01-03 17:00,25,주간,금,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,중형,보행자,보행자,967640,1867055,127.13725,36.80110485
2014,2014-01-03 18:00,45,야간,화,1,1,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,0,0,990184,2008157,127.3880853,38.07346448
2014,2014-01-03 20:00,0,주간,일,1,1,0,0,0,경기,성남시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,소형,0,0,965734,1931973,127.1129194,37.38621395
2014,2014-01-04 1:00,30,주간,화,1,3,2,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,승용차,경형,0,0,923293,1820676,126.6447894,36.38048771
2014,2014-01-04 4:00,0,야간,일,2,5,0,3,0,전남,여수시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승합차,대형,1012686,1643581,127.6352859,34.79346657
2014,2014-01-04 5:00,3,주간,토,1,1,0,0,0,부산,수영구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,소형,보행자,보행자,1146622,1684355,129.1095353,35.14374806
2014,2014-01-04 7:00,36,주간,일,1,1,0,0,0,전남,보성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,0,0,957984,1640641,127.0409007,34.75938267
2014,2014-01-04 8:00,17,주간,토,1,1,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,0,0,940451,1901457,126.8296448,37.1098887
2014,2014-01-04 11:00,45,야간,일,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,948275,1769033,126.9266978,35.91658175
2014,2014-01-04 12:00,30,야간,토,2,3,0,1,0,경북,구미시,차대사람,기타,기타,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,1075476,1791265,128.3386497,36.11545683
2014,2014-01-04 18:00,10,주간,토,1,2,1,0,0,서울,강남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959667,1945850,127.0436271,37.51104954
2014,2014-01-05 0:00,0,주간,목,1,1,0,0,0,충남,천안시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,화물차,중형,969079,1866942,127.1533853,36.80013431
2014,2014-01-05 10:00,25,야간,금,1,3,0,2,0,광주,광산구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,938616,1687283,126.825845,35.17896554
2014,2014-01-05 14:00,45,야간,수,1,2,0,1,0,경북,칠곡군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,승용차,중형,1079831,1776561,128.3855491,35.98255487
2014,2014-01-05 16:00,0,주간,일,1,1,0,0,0,전북,부안군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,908033,1738251,126.4842543,35.63612864
2014,2014-01-05 17:00,30,야간,월,1,1,0,0,0,경기,의정부시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,경형,보행자,보행자,958982,1972332,127.0343897,37.7497061
2014,2014-01-05 19:00,50,야간,화,1,1,0,0,0,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,962649,1768463,127.0860366,35.91209771
2014,2014-01-05 23:00,0,주간,목,1,1,0,0,0,전남,나주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,0,0,932033,1669954,126.7549419,35.022294
2014,2014-01-06 3:00,10,주간,일,1,1,0,0,0,강원,속초시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,자전거,자전거,1095258,2025425,128.5882808,38.22410335
2014,2014-01-06 4:00,50,야간,월,1,1,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,1139800,1767425,129.0484934,35.8939553
2014,2014-01-06 5:00,10,주간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,보행자,보행자,947424,1944662,126.9051871,37.49972545
2014,2014-01-06 5:00,0,주간,일,1,1,0,0,0,전남,구례군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,소형,보행자,보행자,999843,1689995,127.4982752,35.2052962
2014,2014-01-06 5:00,35,야간,금,1,2,1,0,0,경북,영천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1130897,1776112,128.9510068,35.97162128
2014,2014-01-06 6:00,5,야간,일,1,1,0,0,0,경남,양산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,1142886,1718269,129.0716715,35.43976734
2014,2014-01-06 6:00,10,주간,토,1,1,0,0,0,서울,강서구,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,중형,보행자,보행자,939193,1951551,126.8115017,37.56131023
2014,2014-01-06 6:00,42,야간,토,2,2,0,0,0,충남,태안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,0,0,895615,1842701,126.3332832,36.57639937
2014,2014-01-06 11:00,50,야간,월,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947384,1923949,126.9062098,37.3130302
2014,2014-01-06 11:00,5,야간,월,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,966292,1848724,127.122948,36.63581004
2014,2014-01-06 14:00,35,야간,수,1,1,0,0,0,울산,북구,차대사람,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,화물차,소형,보행자,보행자,1166862,1740549,129.3431153,35.6470256
2014,2014-01-06 15:00,48,야간,목,1,1,0,0,0,대구,달서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1093973,1758514,128.5402707,35.81860805
2014,2014-01-06 17:00,17,야간,목,1,2,0,1,0,경남,밀양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1127503,1726116,128.9062244,35.52279724
2014,2014-01-06 18:00,40,야간,화,1,1,0,0,0,경남,고성군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,소형,1088166,1673377,128.4595288,35.05252741
2014,2014-01-06 18:00,0,야간,화,1,1,0,0,0,전북,무주군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,0,0,1019599,1769103,127.7172345,35.91838505
2014,2014-01-06 19:00,50,주간,화,1,1,0,0,0,경북,경주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,1150577,1762202,129.1673729,35.84479153
2014,2014-01-07 1:00,10,야간,화,1,1,0,0,0,서울,광진구,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,소형,0,0,963185,1951252,127.0831618,37.55988688
2014,2014-01-07 4:00,52,주간,월,1,1,0,0,0,울산,북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,중형,이륜차,소형,1170084,1731046,129.3766864,35.56083778
2014,2014-01-07 6:00,20,야간,월,1,1,0,0,0,경북,의성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,농기계,농기계,1104542,1826426,128.6663358,36.42969896
2014,2014-01-07 12:00,10,주간,토,1,1,0,0,0,경북,예천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,단일로,기타단일로,농기계,농기계,승용차,중형,1079758,1836780,128.3908815,36.52540355
2014,2014-01-07 13:00,56,야간,토,1,1,0,0,0,부산,기장군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1159275,1703752,129.2521333,35.31664668
2014,2014-01-07 19:00,36,야간,토,1,1,0,0,0,경기,의왕시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,955566,1931142,126.9981117,37.378292
2014,2014-01-07 19:00,50,야간,금,1,1,0,0,0,충남,부여군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,자전거,자전거,931789,1799954,126.7413143,36.19432533
2014,2014-01-07 20:00,40,야간,일,1,1,0,0,0,충남,서천군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,0,0,935540,1793637,126.7835507,36.13763483
2014,2014-01-07 20:00,5,야간,일,1,3,0,1,1,대구,북구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,화물차,소형,승합차,대형,1094943,1766902,128.5520055,35.89412943
2014,2014-01-07 21:00,52,야간,월,1,1,0,0,0,경남,양산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,1139002,1706804,129.0297109,35.3471823
2014,2014-01-07 22:00,0,야간,일,1,1,0,0,0,전남,보성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,967533,1639606,127.1413674,34.76041438
2014,2014-01-07 22:00,25,야간,일,1,1,0,0,0,경북,김천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1056393,1789349,128.1264856,36.0994803
2014,2014-01-08 0:00,2,야간,토,1,1,0,0,0,전남,여수시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,중형,보행자,보행자,1014245,1640602,127.6556532,34.75979696
2014,2014-01-08 1:00,17,야간,수,1,1,0,0,0,경남,통영시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,1084404,1652693,128.4234352,34.86542326
2014,2014-01-08 2:00,37,주간,월,1,1,0,0,0,전남,강진군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,928690,1615018,126.7229908,34.52670911
2014,2014-01-08 3:00,35,주간,화,1,2,0,1,0,경기,광주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,건설기계,건설기계,980462,1941945,127.279015,37.47656219
2014,2014-01-08 4:00,20,야간,수,1,2,1,0,0,경기,성남시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,교차로,교차로내,승용차,중형,0,0,964958,1930517,127.1041805,37.35742197
2014,2014-01-08 4:00,50,주간,목,1,4,1,2,0,경남,김해시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,소형,승용차,중형,1125994,1693896,128.8846146,35.23255168
2014,2014-01-08 6:00,40,야간,화,1,1,0,0,0,충남,당진시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,농기계,농기계,925931,1866319,126.669803,36.79212585
2014,2014-01-08 7:00,20,야간,목,1,9,3,1,4,경기,성남시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승용차,중형,969793,1938842,127.1584895,37.44826979
2014,2014-01-08 8:00,20,야간,수,1,2,0,1,0,경북,포항시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,경형,보행자,보행자,1152354,1788175,129.1920295,36.07858745
2014,2014-01-08 8:00,10,야간,목,1,1,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,1114420,1701196,128.7584678,35.29974825
2014,2014-01-08 9:00,15,야간,월,1,1,0,0,0,전북,익산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,승합차,경형,947969,1786695,126.9324262,36.07632407
2014,2014-01-08 9:00,33,주간,화,1,1,0,0,0,전북,부안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,원동기장치자전거,원동기장치자전거,930887,1748929,126.7357283,35.73426132
2014,2014-01-08 11:00,3,주간,화,1,1,0,0,0,세종,세종,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,979166,1850640,127.2669009,36.6534513
2014,2014-01-08 12:00,0,야간,월,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,945981,1685129,126.9068687,35.15996675
2014,2014-01-08 13:00,40,주간,금,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1100766,1703148,128.6085588,35.31881544
2014,2014-01-08 16:00,50,야간,일,1,2,0,1,0,경기,고양시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,중형,932130,1961799,126.730585,37.65317884
2014,2014-01-08 17:00,34,야간,일,1,1,0,0,0,강원,철원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,993211,2022315,127.4231335,38.20008575
2014,2014-01-08 17:00,58,야간,화,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,952403,1952596,126.9609996,37.57150647
2014,2014-01-08 18:00,25,주간,금,1,1,0,0,0,경북,청송군,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,농기계,농기계,0,0,1142138,1818599,129.0841311,36.35432174
2014,2014-01-09 0:00,54,주간,토,1,1,0,0,0,충북,청원군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,중형,0,0,994828,1856483,127.4420939,36.70633945
2014,2014-01-09 2:00,50,야간,토,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,937808,1960054,126.7950982,37.63785384
2014,2014-01-09 4:00,24,주간,토,2,2,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,896893,1475833,126.3929145,33.26893305
2014,2014-01-09 5:00,10,야간,금,1,1,0,0,0,서울,관악구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,952125,1942235,126.958527,37.47810603
2014,2014-01-09 5:00,0,주간,월,1,1,0,0,0,경남,진주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,자전거,자전거,1056161,1688317,128.1168665,35.18859443
2014,2014-01-09 11:00,47,주간,토,1,1,0,0,0,강원,인제군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1048293,1997733,128.0498867,37.9782824
2014,2014-01-09 11:00,35,주간,토,1,1,0,0,0,충북,진천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,995325,1863104,127.4473294,36.76187325
2014,2014-01-09 12:00,40,야간,월,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,963878,1888414,127.0940611,36.99350646
2014,2014-01-09 12:00,20,주간,일,1,1,0,0,0,충남,공주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,949992,1833242,126.9416309,36.49552853
2014,2014-01-09 12:00,20,주간,일,1,1,0,0,0,경기,포천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,980174,2010007,127.2739081,38.08997391
2014,2014-01-09 13:00,18,야간,목,1,1,0,0,0,대구,달서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1090302,1762098,128.5000442,35.85126195
2014,2014-01-09 15:00,20,야간,금,1,1,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,959192,1911196,127.040162,37.19867149
2014,2014-01-09 17:00,0,야간,금,1,1,0,0,0,충북,청원군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,993243,1831817,127.4245649,36.48396459
