발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2013,2013-01-03 13:00,20,주간,목,1,1,0,0,0,충북,제천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,자전거,자전거,1066056,1904065,128.243693,37.13295097
2013,2013-01-03 14:00,25,주간,목,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,952703,1773647,126.9765524,35.95849906
2013,2013-01-03 16:00,32,주간,목,1,5,1,3,0,경남,창원시(통합),차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,소형,승용차,중형,1096077,1686347,128.5550177,35.16780721
2013,2013-01-03 20:00,25,야간,목,1,1,0,0,0,경기,군포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,특수차,중형,화물차,대형,949905,1925822,126.9303841,37.33011178
2013,2013-01-04 3:00,25,야간,금,1,1,0,0,0,인천,서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,927224,1946110,126.6765318,37.51140422
2013,2013-01-04 3:00,50,야간,금,1,1,0,0,0,경남,창원시(통합),차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,특수차,대형,1103637,1698364,128.6395333,35.275393
2013,2013-01-04 6:00,14,주간,금,1,2,1,0,0,부산,해운대구,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,대형,승용차,경형,1148172,1693773,129.1282371,35.22841018
2013,2013-01-04 7:00,20,주간,금,1,2,1,0,0,전북,군산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,승용차,중형,화물차,대형,935020,1773778,126.7794051,35.95856815
2013,2013-01-04 11:00,40,주간,금,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,938235,1927092,126.8356854,37.32234512
2013,2013-01-04 12:00,45,주간,금,1,1,0,0,0,경기,안산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,자전거,자전거,승합차,대형,943569,1923987,126.8628117,37.31338587
2013,2013-01-04 18:00,20,야간,금,1,1,0,0,0,경남,진주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,1054038,1688413,128.0935552,35.18957656
2013,2013-01-04 19:00,1,야간,금,1,1,0,0,0,경기,용인시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,984671,1910024,127.3272897,37.18887349
2013,2013-01-04 19:00,8,야간,금,1,1,0,0,0,경북,청도군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1104067,1738812,128.649436,35.63998495
2013,2013-01-04 21:00,25,야간,금,1,1,0,0,0,경북,성주군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1051689,1769255,128.0729177,35.91858512
2013,2013-01-05 2:00,15,야간,토,1,1,0,0,0,대전,유성구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,984332,1829599,127.3251279,36.46386455
2013,2013-01-05 3:00,5,야간,토,1,2,0,0,1,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,경형,964907,1916529,127.1043079,37.24697494
2013,2013-01-05 5:00,15,야간,토,1,2,1,0,0,경북,경주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,대형,1155933,1764071,129.2376377,35.87526659
2013,2013-01-05 6:00,50,주간,토,1,1,0,0,0,경기,이천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,999091,1916995,127.4897499,37.25183618
2013,2013-01-05 13:00,40,주간,토,1,1,0,0,0,경남,하동군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1028286,1666912,127.8099652,34.99675438
2013,2013-01-05 14:00,50,주간,토,1,1,0,0,0,전북,익산시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,959471,1784776,127.422479,35.89534914
2013,2013-01-05 16:00,45,주간,토,1,1,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,926675,1864859,126.6782819,36.77902357
2013,2013-01-05 18:00,0,야간,토,1,2,0,1,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1120258,1774101,128.8332125,35.95632164
2013,2013-01-06 0:00,53,야간,일,1,1,0,0,0,충남,천안시,차대사람,차도통행중,차도통행중,운전자법규위반,과속,고가도로위,고가도로위,승용차,중형,보행자,보행자,966623,1866549,127.1258721,36.79650817
2013,2013-01-06 4:00,0,야간,일,1,3,2,0,0,경기,여주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1008223,1928446,127.5928516,37.35501912
2013,2013-01-06 5:00,40,야간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,888489,1495382,126.3002786,33.44438745
2013,2013-01-06 10:00,35,주간,일,1,1,0,0,0,경북,영덕군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,1170425,1836945,129.404039,36.5163976
2013,2013-01-06 14:00,50,주간,일,1,1,0,0,0,경남,거창군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,농기계,농기계,0,0,1038721,1730695,127.9273232,35.5715251
2013,2013-01-06 18:00,35,야간,일,1,1,0,0,0,경기,안성시,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,소형,보행자,보행자,978762,1898297,127.2610467,37.08304887
2013,2013-01-06 21:00,40,야간,일,1,1,0,0,0,경기,연천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,대형,0,0,956440,1993765,127.004244,37.9427599
2013,2013-01-07 5:00,0,야간,월,1,3,2,0,0,강원,동해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,0,0,1141846,1950380,129.10569,37.54171262
2013,2013-01-07 7:00,50,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도부근,승합차,대형,보행자,보행자,947421,1948279,126.9048943,37.53232586
2013,2013-01-07 11:00,50,주간,월,1,1,0,0,0,부산,사하구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,중형,보행자,보행자,1137201,1677925,129.0050831,35.08711654
2013,2013-01-07 14:00,5,주간,월,1,1,0,0,0,경남,밀양시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,1113902,1717740,128.7532404,35.44832584
2013,2013-01-07 16:00,0,주간,월,1,1,0,0,0,충북,충주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1039333,1880365,127.941604,36.92082207
2013,2013-01-07 18:00,10,야간,월,1,2,0,1,0,전남,함평군,차대차,추돌,진행중 추돌,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,대형,화물차,중형,907646,1670430,126.4876342,35.02465052
2013,2013-01-07 18:00,10,야간,월,1,1,0,0,0,경남,창녕군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,0,0,1084451,1737068,128.4326203,35.62613489
2013,2013-01-07 19:00,25,야간,월,1,1,0,0,0,충북,옥천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1003179,1814753,127.5354204,36.3301456
2013,2013-01-07 20:00,17,야간,월,1,1,0,0,0,서울,마포구,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,대형,945452,1953957,126.8819155,37.58338525
2013,2013-01-07 23:00,40,야간,월,1,1,0,0,0,울산,남구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1166233,1728511,129.3336942,35.53864623
2013,2013-01-08 0:00,39,야간,화,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,943200,1924398,126.8689092,37.30797871
2013,2013-01-08 0:00,45,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,905877,1500282,126.4868102,33.49024578
2013,2013-01-08 2:00,25,야간,화,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,969651,1964324,127.1558291,37.67794479
2013,2013-01-08 8:00,19,주간,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,949091,1951060,126.923602,37.55748513
2013,2013-01-08 11:00,53,주간,화,1,3,2,0,0,경기,남양주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,972057,1972486,127.1828003,37.75158699
2013,2013-01-08 14:00,0,주간,화,1,1,0,0,0,경남,의령군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1067637,1705024,128.2442853,35.33852195
2013,2013-01-08 17:00,55,주간,화,1,2,1,0,0,전북,정읍시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,946126,1737309,126.9050146,35.63044856
2013,2013-01-08 17:00,40,주간,화,1,2,1,0,0,충남,예산군,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,경형,940313,1857357,126.8316925,36.71235655
2013,2013-01-08 18:00,5,야간,화,1,1,0,0,0,강원,동해시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1141609,1949840,129.1027948,37.53711854
2013,2013-01-08 18:00,20,야간,화,1,1,0,0,0,충남,부여군,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,947671,1809144,126.91734,36.27816358
2013,2013-01-08 19:00,30,야간,화,1,1,0,0,0,충남,당진시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,927862,1883808,126.6897813,36.94991595
2013,2013-01-08 22:00,5,야간,화,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,943822,1770905,126.8794198,35.93304413
2013,2013-01-09 7:00,10,주간,수,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947729,1951111,126.9081389,37.55799451
2013,2013-01-09 11:00,20,주간,수,1,1,0,0,0,전남,영광군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,과속,교차로,교차로내,화물차,경형,원동기장치자전거,원동기장치자전거,909096,1699041,126.5003762,35.28273427
2013,2013-01-09 17:00,51,주간,수,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,소형,보행자,보행자,964761,1932167,127.1020343,37.38813183
2013,2013-01-09 19:00,20,야간,수,1,1,0,0,0,부산,영도구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1140945,1678531,129.0456931,35.09249315
2013,2013-01-09 19:00,57,야간,수,1,1,0,0,0,부산,수영구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,0,0,1147854,1686833,129.1215685,35.16735011
2013,2013-01-09 21:00,3,야간,수,1,2,1,0,0,충북,괴산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1027554,1867848,127.808804,36.80838506
2013,2013-01-10 7:00,15,주간,목,1,1,0,0,0,전남,순천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,991243,1668553,127.4040207,35.01190975
2013,2013-01-10 8:00,50,주간,목,1,1,0,0,0,전북,정읍시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947763,1742805,126.9227364,35.68008845
2013,2013-01-10 9:00,15,주간,목,1,1,0,0,0,서울,강서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,대형,승용차,경형,941117,1951515,126.8323415,37.56188059
2013,2013-01-10 11:00,4,주간,목,1,1,0,0,0,전남,영광군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,915230,1701149,126.5676024,35.30227816
2013,2013-01-10 13:00,30,주간,목,1,1,0,0,0,경기,여주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,0,0,1009053,1925421,127.6021867,37.32774436
2013,2013-01-10 14:00,20,주간,목,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승합차,대형,보행자,보행자,955195,1919224,126.9937882,37.26970762
2013,2013-01-10 16:00,0,주간,목,1,1,0,0,0,부산,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,1138185,1681319,129.0164408,35.11757602
2013,2013-01-10 18:00,5,야간,목,1,3,2,0,0,경북,영주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,승용차,소형,1102144,1886847,128.64759,36.97452832
2013,2013-01-10 21:00,55,야간,목,1,1,0,0,0,서울,송파구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,967638,1944411,127.1338814,37.49839319
2013,2013-01-10 22:00,28,야간,목,1,3,1,1,0,서울,강남구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,대형,불명,불명,957847,1947944,127.0229141,37.52984208
2013,2013-01-10 23:00,15,야간,목,1,1,0,0,0,경기,동두천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,보행자,보행자,961112,1990520,127.0575897,37.91372557
2013,2013-01-10 23:00,40,야간,목,1,2,1,0,0,광주,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,944724,1683152,126.893139,35.14198188
2013,2013-01-11 0:00,55,야간,금,1,1,0,0,0,인천,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,927108,1955248,126.6741085,37.59364847
2013,2013-01-11 0:00,18,야간,금,1,1,0,0,0,전남,여수시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1016385,1641092,127.6790461,34.76418352
2013,2013-01-11 1:00,18,야간,금,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,경형,보행자,보행자,936327,1942903,126.7798029,37.48317282
2013,2013-01-11 2:00,25,야간,금,1,1,0,0,0,광주,남구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,943393,1678986,126.8788745,35.10443463
2013,2013-01-11 3:00,40,야간,금,1,3,1,1,0,충북,청주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,화물차,소형,993086,1849817,127.4226506,36.64623495
2013,2013-01-11 3:00,35,야간,금,2,2,0,0,0,경북,포항시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1186790,1780620,129.5724827,36.00450942
2013,2013-01-11 4:00,18,야간,금,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,1108886,1691595,128.6963406,35.21381241
2013,2013-01-11 5:00,0,야간,금,1,1,0,0,0,전남,여수시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,경형,보행자,보행자,1013347,1642444,127.6459052,34.776482
2013,2013-01-11 6:00,42,주간,금,1,1,0,0,0,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,965051,1776709,127.1122945,35.98653094
2013,2013-01-11 6:00,40,주간,금,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,965497,1865248,127.1133097,36.78473988
2013,2013-01-11 14:00,35,주간,금,2,3,1,0,0,경북,문경시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,대형,1069349,1854414,128.2762165,36.6851717
2013,2013-01-11 14:00,5,주간,금,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,보행자,보행자,962240,1771135,127.0813768,35.93617226
2013,2013-01-11 16:00,0,주간,금,1,1,0,0,0,경남,함안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,0,0,1085698,1697820,128.4422557,35.27218547
2013,2013-01-11 19:00,39,야간,금,1,1,0,0,0,대전,대덕구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,992417,1817925,127.4154793,36.35871789
2013,2013-01-11 20:00,10,야간,금,1,1,0,0,0,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,농기계,농기계,1060628,1833122,128.1663913,36.46251994
2013,2013-01-11 22:00,10,야간,금,1,1,0,0,0,대구,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1096789,1767528,128.5547809,35.89203149
2013,2013-01-11 23:00,0,야간,금,1,1,0,0,0,대구,달성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1085860,1748628,128.4494122,35.73022902
2013,2013-01-12 0:00,45,야간,토,1,1,0,0,0,강원,춘천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,대형,승용차,중형,1022749,1982736,127.7585615,37.84411539
2013,2013-01-12 0:00,40,야간,토,1,3,2,0,0,경기,남양주시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,소형,승용차,중형,976040,1960147,127.2284195,37.64048533
2013,2013-01-12 2:00,10,야간,토,1,2,1,0,0,서울,동대문구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,959240,1954133,127.0383355,37.58568794
2013,2013-01-12 9:00,10,주간,토,1,1,0,0,0,경북,영주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,승용차,중형,1098547,1869933,128.6049843,36.82246785
2013,2013-01-12 14:00,40,주간,토,1,1,0,0,0,전북,순창군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,964366,1716827,127.1073532,35.44660066
2013,2013-01-12 17:00,5,주간,토,1,1,0,0,0,충북,보은군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,자전거,자전거,1020540,1832611,127.7293287,36.49092613
2013,2013-01-12 18:00,34,야간,토,1,2,1,0,0,경기,이천시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,994775,1920170,127.4427245,37.28064195
2013,2013-01-12 23:00,15,야간,토,2,6,3,1,0,제주,제주시,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,중형,승합차,소형,889654,1495784,126.3095897,33.45187274
2013,2013-01-13 1:00,10,야간,일,1,2,0,1,0,전남,무안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,903390,1661510,126.4420228,34.94383037
2013,2013-01-13 2:00,38,야간,일,1,3,2,0,0,경기,안성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,0,0,969921,1888923,127.1619508,36.99830754
