발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2017,2017-01-01 22:00,10,야간,일,2,2,0,0,0,전남,무안군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,905827,1665350,126.4682679,34.97879769
2017,2017-01-02 3:00,30,야간,월,1,2,0,1,0,울산,울주군,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1162551,1720013,129.2913947,35.46267061
2017,2017-01-02 4:00,30,야간,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,948413,1957900,126.915444,37.61909675
2017,2017-01-02 6:00,44,주간,월,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,966955,1754577,127.1344831,35.7867651
2017,2017-01-02 7:00,15,주간,월,1,1,0,0,0,충남,예산군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,925103,1855465,126.6615883,36.69422437
2017,2017-01-02 7:00,10,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,보행자,보행자,910531,1502842,126.5364027,33.51384762
2017,2017-01-02 8:00,40,주간,월,1,1,0,0,0,서울,영등포구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,없음,없음,946757,1943309,126.8977393,37.48749238
2017,2017-01-02 9:00,0,주간,월,1,2,1,0,0,경북,청송군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1134705,1810932,128.9999916,36.28629343
2017,2017-01-02 10:00,10,주간,월,1,1,0,0,0,경남,양산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,화물차,화물차,1138995,1709400,129.0300754,35.3705828
2017,2017-01-02 12:00,30,주간,월,1,1,0,0,0,경북,울진군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1166337,1901018,129.3716493,37.09304415
2017,2017-01-02 17:00,40,주간,월,1,5,0,4,0,서울,금천구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,947235,1938476,126.9034922,37.44395888
2017,2017-01-02 17:00,13,주간,월,1,1,0,0,0,서울,광진구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,964223,1950661,127.0949431,37.55460089
2017,2017-01-02 17:00,5,주간,월,1,1,0,0,0,경북,의성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,교량위,이륜차,이륜차,없음,없음,1080719,1818230,128.3996819,36.35811022
2017,2017-01-02 17:00,55,주간,월,1,1,0,0,0,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,978913,1900967,127.2626705,37.10712021
2017,2017-01-02 17:00,50,주간,월,1,1,0,0,0,경남,남해군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1048067,1657068,128.0261565,34.90724278
2017,2017-01-02 18:00,38,야간,월,1,1,0,0,0,전남,순천시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,화물차,998903,1664061,127.4879825,34.9714407
2017,2017-01-03 1:00,0,야간,화,1,1,0,0,0,경기,안성시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,975120,1889560,127.2203592,37.00420168
2017,2017-01-03 5:00,16,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,보행자,보행자,1040515,1927745,127.9574381,37.34785241
2017,2017-01-03 6:00,45,주간,화,2,4,0,0,2,부산,강서구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,승용차,승용차,1126079,1685284,128.8842307,35.15490802
2017,2017-01-03 6:00,35,주간,화,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,972938,1875546,127.1963364,36.87781367
2017,2017-01-03 9:00,35,주간,화,1,1,0,0,0,경남,산청군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1031886,1697393,127.8505905,35.27149665
2017,2017-01-03 10:00,56,주간,화,1,1,0,0,0,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,982705,1896000,127.3054628,37.06242418
2017,2017-01-03 11:00,0,주간,화,1,1,0,0,0,전남,담양군,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,자전거,자전거,957621,1706124,127.033589,35.34983196
2017,2017-01-03 12:00,30,주간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,941187,1502690,126.8665375,33.51415119
2017,2017-01-03 18:00,10,야간,화,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,952971,1951690,126.9674896,37.56336972
2017,2017-01-03 18:00,30,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,911850,1496102,126.5514142,33.45292523
2017,2017-01-03 18:00,5,야간,화,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,951809,1942583,126.9549303,37.48122622
2017,2017-01-03 22:00,10,야간,화,1,1,0,0,0,경기,남양주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,971115,1954995,127.1728002,37.59390689
2017,2017-01-03 22:00,34,야간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,965638,1758819,127.1194193,35.8253148
2017,2017-01-04 0:00,5,야간,수,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,952420,1916355,126.9635265,37.24485239
2017,2017-01-04 5:00,15,야간,수,1,1,0,0,0,경기,안양시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,949831,1931894,126.9332858,37.38477745
2017,2017-01-04 9:00,35,주간,수,1,1,0,0,0,서울,중랑구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,963459,1955106,127.0860718,37.5946351
2017,2017-01-04 12:00,30,주간,수,1,1,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,933420,1927065,126.7483524,37.34021957
2017,2017-01-04 12:00,0,주간,수,1,2,0,1,0,경기,이천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,교차로,교차로내,승용차,승용차,특수차,특수차,999212,1908687,127.4911231,37.17694712
2017,2017-01-05 0:00,40,야간,목,1,2,0,1,0,경기,이천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,999246,1917466,127.4914972,37.25608193
2017,2017-01-05 1:00,0,야간,목,1,1,0,0,0,경남,진주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1055058,1684705,128.1045108,35.15608728
2017,2017-01-05 3:00,57,야간,목,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,966375,1933395,127.1200956,37.39905482
2017,2017-01-05 6:00,9,주간,목,1,2,0,1,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,968901,1760336,127.1556439,35.83904383
2017,2017-01-05 10:00,20,주간,목,1,1,0,0,0,서울,광진구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,961587,1949242,127.0651741,37.54170482
2017,2017-01-05 10:00,20,주간,목,1,1,0,0,0,대구,남구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,자전거,자전거,화물차,화물차,1098374,1762641,128.5894901,35.85537966
2017,2017-01-05 11:00,45,주간,목,1,4,0,3,0,경기,오산시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,화물차,화물차,962504,1904323,127.0778265,37.13685774
2017,2017-01-05 18:00,40,야간,목,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,952718,1771582,126.9757889,35.93978773
2017,2017-01-05 18:00,25,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,894749,1487160,126.3685785,33.37087456
2017,2017-01-05 20:00,55,야간,목,1,1,0,0,0,강원,양양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1097137,2017091,128.6088903,38.14880989
2017,2017-01-05 20:00,30,야간,목,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1164250,1756099,129.3174572,35.78759752
2017,2017-01-05 22:00,20,야간,목,1,2,1,0,0,대전,대덕구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,991114,1827149,127.4008504,36.4418641
2017,2017-01-05 22:00,40,야간,목,1,1,0,0,0,전북,임실군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,988607,1740760,127.3741238,35.66296795
2017,2017-01-05 22:00,0,야간,목,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,935250,1963385,126.7658117,37.66769834
2017,2017-01-06 0:00,40,야간,금,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,958083,1949880,127.0254745,37.54730259
2017,2017-01-06 1:00,0,야간,금,1,1,0,0,0,경남,합천군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1070247,1727164,128.2749143,35.53795513
2017,2017-01-06 6:00,0,주간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,959245,1955990,127.0381594,37.60244866
2017,2017-01-06 7:00,5,주간,금,1,1,0,0,0,세종,세종,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,기타,기타,승합차,승합차,보행자,보행자,984158,1840361,127.322965,36.56088249
2017,2017-01-06 11:00,53,주간,금,1,1,0,0,0,부산,강서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,없음,없음,1127520,1677726,128.8988819,35.08659418
2017,2017-01-06 14:00,29,주간,금,1,1,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,자전거,자전거,936715,1941015,126.7843535,37.46618294
2017,2017-01-06 15:00,9,주간,금,1,1,0,0,0,충남,서천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,자전거,자전거,927594,1779654,126.6965245,36.01101807
2017,2017-01-06 17:00,50,주간,금,1,1,0,0,0,충북,진천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,994801,1875083,127.4416647,36.87401354
2017,2017-01-06 17:00,40,주간,금,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1110430,1758487,128.7224097,35.8166502
2017,2017-01-06 20:00,29,야간,금,1,1,0,0,0,경기,포천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,975460,1991205,127.2207944,37.92039981
2017,2017-01-06 22:00,20,야간,금,1,1,0,0,0,경기,성남시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,965287,1929983,127.1079634,37.36826017
2017,2017-01-06 23:00,40,야간,금,1,1,0,0,0,경기,수원시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,957606,1917609,127.0219262,37.25640607
2017,2017-01-07 0:00,40,야간,토,1,1,0,0,0,경기,하남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,975740,1945904,127.2254908,37.51209894
2017,2017-01-07 4:00,5,야간,토,1,1,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1021038,1990363,127.7393371,37.91289869
2017,2017-01-07 5:00,0,야간,토,1,1,0,0,0,인천,남동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,929062,1940077,126.6979086,37.45717312
2017,2017-01-07 7:00,25,주간,토,1,2,1,0,0,경남,진주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1057938,1685774,128.1362052,35.16556418
2017,2017-01-07 7:00,15,주간,토,1,1,0,0,0,충남,태안군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,884057,1863168,126.2010304,36.75952642
2017,2017-01-07 7:00,20,주간,토,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1013344,1637507,127.6455284,34.73175237
2017,2017-01-07 16:00,23,주간,토,1,2,0,1,0,경남,통영시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,이륜차,이륜차,1077413,1660769,128.3477048,34.93879806
2017,2017-01-07 19:00,33,야간,토,1,1,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,이륜차,승용차,승용차,919526,1813952,126.6034906,36.31956746
2017,2017-01-07 19:00,43,야간,토,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,916239,1503558,126.598033,33.52065221
2017,2017-01-08 0:00,40,야간,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,947101,1945442,126.9014769,37.50673726
2017,2017-01-08 0:00,5,야간,일,1,2,0,1,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,941740,1685408,126.8602299,35.1624138
2017,2017-01-08 5:00,16,야간,일,1,3,0,2,0,충남,부여군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,960871,1808338,127.0633007,36.27615946
2017,2017-01-08 14:00,45,주간,일,1,1,0,0,0,대구,수성구,차대차,측면충돌,측면충돌,운전자법규위반,과속,단일로,기타단일로,이륜차,이륜차,자전거,자전거,1101579,1762333,128.6249402,35.85227615
2017,2017-01-08 15:00,0,주간,일,1,2,1,0,0,충북,옥천군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,농기계,농기계,1015164,1822155,127.6691013,36.3967631
2017,2017-01-08 18:00,45,야간,일,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,보행자,보행자,936285,1943797,126.7792504,37.49122752
2017,2017-01-08 21:00,40,야간,일,1,1,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,920590,1848736,126.6117715,36.63320371
2017,2017-01-08 22:00,43,야간,일,1,1,0,0,0,경기,양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,958321,1976280,127.02666,37.78525935
2017,2017-01-09 4:00,35,야간,월,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,931559,1949625,126.7251593,37.54341356
2017,2017-01-09 6:00,35,주간,월,1,2,0,1,0,경기,안산시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,940558,1923416,126.8292232,37.3078145
2017,2017-01-09 7:00,30,주간,월,1,1,0,0,0,전북,김제시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945623,1762231,126.8977698,35.85511359
2017,2017-01-09 10:00,41,주간,월,1,1,0,0,0,경북,울진군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1168945,1890039,129.3985147,36.99366329
2017,2017-01-09 12:00,47,주간,월,1,2,0,1,0,경기,여주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1017366,1911390,127.6956927,37.20115104
2017,2017-01-09 15:00,14,주간,월,1,1,0,0,0,강원,원주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,승용차,건설기계,건설기계,1029865,1934186,127.8374556,37.40631348
2017,2017-01-09 15:00,45,주간,월,1,4,0,3,0,울산,북구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1170806,1729389,129.3842994,35.5457811
2017,2017-01-09 16:00,25,주간,월,1,1,0,0,0,전북,김제시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,화물차,936815,1757836,126.8005744,35.81496188
2017,2017-01-09 17:00,15,주간,월,1,3,2,0,0,경기,파주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,화물차,화물차,949377,1996717,126.9236556,37.96899871
2017,2017-01-09 18:00,20,야간,월,1,1,0,0,0,강원,속초시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,자전거,자전거,1094333,2022190,128.5775208,38.19516442
2017,2017-01-10 1:00,10,야간,화,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,승용차,보행자,보행자,1167674,1783703,129.3611455,36.03576755
2017,2017-01-10 4:00,25,야간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,965971,1760936,127.1235489,35.84404078
2017,2017-01-10 6:00,30,주간,화,1,1,0,0,0,전남,진도군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,884179,1603828,126.2395344,34.42171273
2017,2017-01-10 9:00,19,주간,화,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승합차,승합차,953902,1920826,126.9799586,37.28522695
2017,2017-01-10 11:00,27,주간,화,1,2,0,1,0,세종,세종,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,승용차,승용차,976827,1834194,127.2412267,36.50513691
2017,2017-01-10 12:00,10,주간,화,1,9,3,5,0,광주,서구,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,944138,1684066,126.8867054,35.15028124
2017,2017-01-10 13:00,20,주간,화,1,1,0,0,0,경기,동두천시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,승합차,승용차,승용차,960504,1991831,127.0506011,37.92551508
2017,2017-01-10 14:00,5,주간,화,1,1,0,0,0,충남,논산시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,화물차,화물차,961688,1799990,127.0738565,36.19629576
2017,2017-01-10 18:00,50,야간,화,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,955620,1918972,126.9994497,37.26859918
2017,2017-01-10 21:00,20,야간,화,1,1,0,0,0,충남,천안시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,969571,1870014,127.1587775,36.82784296
2017,2017-01-10 21:00,50,야간,화,1,1,0,0,0,강원,인제군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1061296,2012080,128.1991643,38.10679463
2017,2017-01-10 22:00,0,야간,화,1,2,0,1,0,서울,양천구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승합차,승합차,945525,1948772,126.8833993,37.53665923
2017,2017-01-11 1:00,30,야간,수,1,3,1,1,0,경기,안성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,970990,1885250,127.1825262,36.95431896
2017,2017-01-11 2:00,9,야간,수,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,972850,1969548,127.1919118,37.72513018
2017,2017-01-11 4:00,48,야간,수,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,989857,1815097,127.3869823,36.33319873
2017,2017-01-11 6:00,35,주간,수,1,1,0,0,0,부산,동래구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1145217,1690249,129.0951548,35.19707858
2017,2017-01-11 12:00,10,주간,수,1,1,0,0,0,강원,삼척시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1136857,1915028,129.0426206,37.22405836
2017,2017-01-11 13:00,52,주간,수,1,1,0,0,0,부산,기장군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,승용차,1156547,1695584,129.2205718,35.24345741
2017,2017-01-11 16:00,0,주간,수,1,1,0,0,0,강원,홍천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,1041823,1965236,127.9743399,37.68571324
