발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2014,20140121,야간,월,1,1,0,0,0,서울,중구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,자전거,중형,954755,1951984,126.98767099999999,37.56610899
2014,20140123,주간,목,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,중형,962490,1945887,127.07556699999999,37.51150213
2014,20140124,야간,금,1,6,3,2,0,서울,송파구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,경형,소형,966388,1942454,127.11982959999999,37.48070913
2014,20140126,야간,금,1,1,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,952496,1943484,126.96263090000001,37.48938274
2014,20140127,주간,화,1,1,0,0,0,서울,성북구,차대사람,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,보행자,959350,1957249,127.0394082,37.61377801
2014,20140127,야간,일,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,소형,보행자,954250,1941625,126.982598,37.47271559
2014,20140127,야간,목,1,1,0,0,0,서울,관악구,차대차,추돌,주정차중 추돌,안전거리 미확보,교차로,교차로부근,원동기장치자전거,중형,950025,1943180,126.9347125,37.48651233
2014,20140128,야간,수,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,소형,962958,1944817,127.0809163,37.50187669
2014,20140129,야간,일,1,1,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947245,1941875,126.9033619,37.47459545
2014,20140129,주간,토,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,소형,보행자,959419,1953350,127.04040619999999,37.57863848
2014,20140130,야간,목,1,1,0,0,0,서울,서대문구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,단일로,횡단보도부근,경형,중형,949661,1951962,126.92999340000001,37.5656463
2014,20140130,야간,금,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,966588,1942560,127.1220868,37.48167182
2014,20140130,야간,화,1,2,0,1,0,서울,서초구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로부근,중형,중형,955495,1944576,126.9964991,37.49937477
2014,20140202,주간,금,1,2,1,0,0,서울,성북구,차대사람,보도통행중,보도통행중,기타(운전자법규위반),교차로,교차로부근,중형,보행자,955823,1956616,126.9994845,37.60790994
2014,20140203,주간,일,1,1,0,0,0,서울,강남구,차대차,측면직각충돌,측면직각충돌,과속,단일로,기타단일로,중형,경형,965241,1941636,127.1069728,37.47274497
2014,20140203,주간,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,소형,보행자,941113,1950057,126.83335990000002,37.54796962
2014,20140205,야간,수,1,2,1,0,0,서울,성북구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,교차로,교차로부근,중형,대형,961243,1956488,127.0608969,37.60700070000001
2014,20140206,야간,화,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,0,955875,1956688,127.00006929999999,37.60856138
2014,20140207,야간,화,1,1,0,0,0,서울,동대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,961336,1954593,127.0620507,37.58992451
2014,20140210,야간,일,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도부근,자전거,보행자,951518,1944537,126.9515103,37.49882292
2014,20140212,주간,목,1,1,0,0,0,서울,종로구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,소형,보행자,952270,1956520,126.9592377,37.6068671
2014,20140213,야간,수,1,2,1,0,0,서울,구로구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,대형,소형,941406,1943962,126.8371628,37.49305388
2014,20140213,야간,금,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,대형,보행자,958701,1943163,127.03284790000001,37.48678789
2014,20140213,야간,일,1,3,2,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,중형,보행자,948656,1954581,126.9184304,37.58919608
2014,20140214,야간,일,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,962192,1940397,127.07247720000001,37.46200621
2014,20140214,주간,월,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,0,963404,1957922,127.08530790000002,37.62001427
2014,20140214,야간,토,1,3,0,2,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,고가도로위,고가도로위,중형,중형,952369,1952693,126.9609287,37.57285996
2014,20140216,야간,토,1,1,0,0,0,서울,노원구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,0,961126,1962498,127.05845,37.66269523
2014,20140217,주간,월,1,1,0,0,0,서울,광진구,차대차,측면직각충돌,측면직각충돌,신호위반,단일로,횡단보도상,중형,원동기장치자전거,963644,1949585,127.0884413,37.54487985
2014,20140217,주간,월,1,1,0,0,0,서울,종로구,차대차,측면직각충돌,측면직각충돌,부당한 회전,단일로,횡단보도상,자전거,중형,953832,1952689,126.97717549999999,37.57241747
2014,20140218,야간,일,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,945582,1946560,126.8842084,37.51672561
2014,20140218,주간,금,1,3,2,0,0,서울,동대문구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,대형,소형,959125,1954226,127.03702779999999,37.58652107
2014,20140218,주간,금,1,2,0,1,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,소형,보행자,949243,1958058,126.92483770000001,37.62056703
2014,20140218,야간,일,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,중형,보행자,962179,1958897,127.07137659999998,37.62875256
2014,20140219,야간,일,2,2,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,939249,1951535,126.8121371,37.56116971
2014,20140219,주간,금,2,5,2,1,0,서울,노원구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,중형,경형,963933,1963867,127.0910085,37.67361872
2014,20140222,야간,일,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,대형,보행자,965110,1945392,127.10523559999999,37.50714329
2014,20140222,야간,화,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947063,1946291,126.9009858,37.51438725
2014,20140226,주간,화,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,960662,1949460,127.05469199999999,37.54363071
2014,20140226,야간,수,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,940862,1949116,126.83059440000001,37.53947232
2014,20140226,야간,화,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,중형,보행자,963445,1950663,127.08613490000002,37.55458837
2014,20140227,야간,일,1,2,0,1,0,서울,도봉구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,959916,1964649,127.0454149,37.68050023
2014,20140228,야간,월,1,1,0,0,0,서울,광진구,차량단독,전도전복,전도전복,기타(운전자법규위반),단일로,기타단일로,원동기장치자전거,0,963227,1949151,127.08367679999999,37.54098192
2014,20140301,주간,토,1,1,0,0,0,서울,강북구,차대차,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,원동기장치자전거,자전거,958949,1957006,127.0348784,37.61156998
2014,20140302,야간,월,1,3,2,0,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,950465,1955424,126.93886280000001,37.59689329
2014,20140303,야간,화,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,교량위,소형,보행자,966369,1949114,127.11930990000002,37.54073802
2014,20140303,야간,월,1,3,1,1,0,서울,강서구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,소형,939877,1951517,126.81904909999999,37.56059237
2014,20140305,야간,일,1,1,0,0,0,서울,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,0,958894,1952798,127.0344916,37.57363986
2014,20140308,주간,일,1,5,3,1,0,서울,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,중형,949387,1940110,126.92770719999999,37.45880688
2014,20140308,야간,일,2,3,1,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,942877,1947905,126.85349579999999,37.52868462
2014,20140309,주간,화,1,1,0,0,0,서울,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,대형,950346,1942872,126.93836409999999,37.48375356
2014,20140309,야간,금,1,2,1,0,0,서울,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,대형,0,945014,1949943,126.8775279,37.54718319
2014,20140309,주간,수,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명,경형,보행자,944531,1949908,126.87206299999998,37.54683878
2014,20140310,야간,수,1,2,1,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,보행자,960903,1952489,127.0572585,37.57094228
2014,20140310,주간,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,945002,1949939,126.87739270000002,37.54710136
2014,20140310,야간,토,1,3,2,0,0,서울,동대문구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,대형,962035,1954598,127.0699678,37.58999868
2014,20140310,주간,토,1,1,0,0,0,서울,금천구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,교량위,소형,중형,946389,1939382,126.89386280000001,37.45207623
2014,20140311,야간,월,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,대형,보행자,948582,1950513,126.9178777,37.55252669
2014,20140313,야간,화,1,2,1,0,0,서울,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,대형,948854,1942809,126.9214933,37.483104299999994
2014,20140315,야간,토,1,1,0,0,0,서울,강동구,차대차,기타,기타,신호위반,교차로,교차로내,중형,원동기장치자전거,967408,1950666,127.13100179999999,37.55476416
2014,20140316,야간,화,1,4,0,3,0,서울,강동구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,중형,969675,1952276,127.15660120000001,37.56935317
2014,20140318,야간,월,1,1,0,0,0,서울,구로구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,945451,1943659,126.8829413,37.49057076
2014,20140319,주간,토,1,1,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,대형,보행자,946981,1939663,126.9005355,37.45464309
2014,20140320,야간,토,1,1,0,0,0,서울,중랑구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,중형,964096,1954863,127.09329939999999,37.59246995
2014,20140320,야간,일,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,중형,보행자,962002,1952645,127.06969540000001,37.57239437
2014,20140323,주간,목,1,1,0,0,0,서울,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,961424,1949187,127.063332,37.54120228
2014,20140323,야간,목,2,8,6,0,0,서울,서초구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,소형,0,955675,1945724,126.99846629999999,37.50973071
2014,20140324,야간,토,1,1,0,0,0,서울,동대문구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,기타/불명,기타/불명,중형,보행자,961671,1951648,127.06599920000001,37.56339438
2014,20140327,야간,목,1,1,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,대형,중형,940529,1951352,126.82664399999999,37.55960389
2014,20140327,야간,목,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,959964,1965033,127.0459381,37.68396336
2014,20140330,주간,화,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,962624,1952568,127.0767429,37.57172581
2014,20140330,야간,목,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,958562,1951052,127.03083059999999,37.55788782
2014,20140331,야간,토,1,1,0,0,0,서울,서초구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,소형,0,955166,1941762,126.99273219999999,37.474063799999996
2014,20140401,주간,수,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,956628,1954573,127.0087258,37.58953433
2014,20140403,야간,수,1,2,1,0,0,서울,마포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,중형,944669,1952535,126.87342690000001,37.57052433
2014,20140403,주간,금,2,6,3,1,0,서울,구로구,차대차,추돌,진행중 추돌,과속,단일로,기타단일로,중형,중형,940153,1942551,126.8236428,37.48096763
2014,20140403,주간,목,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,947630,1945740,126.90350490000002,37.50752449
2014,20140404,야간,수,1,1,0,0,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,대형,중형,942303,1945902,126.8471571,37.51059574
2014,20140405,주간,화,1,1,0,0,0,서울,동대문구,차량단독,주/정차차량 충돌,주/정차차량 충돌,안전운전 의무 불이행,단일로,기타단일로,불명,중형,961523,1952673,127.0642697,37.57262685
2014,20140406,주간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,957603,1959535,127.01948159999999,37.63430317
2014,20140409,주간,화,1,1,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,대형,자전거,937939,1954117,126.79708670000001,37.58435361
2014,20140410,주간,화,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,959164,1963439,127.03695459999999,37.66956119
2014,20140411,야간,금,1,1,0,0,0,서울,강서구,차대차,기타,기타,부당한 회전,단일로,횡단보도상,자전거,대형,939377,1951516,126.8135879,37.561006899999995
2014,20140412,주간,토,1,2,0,0,1,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,949161,1953520,126.9243406,37.57980062
2014,20140412,야간,토,1,7,4,2,0,서울,노원구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,중형,963561,1958094,127.0870784,37.62157078
2014,20140414,주간,목,1,1,0,0,0,서울,중랑구,차대차,추돌,진행중 추돌,신호위반,교차로,교차로내,소형,대형,963495,1954890,127.08622530000001,37.59289153
2014,20140415,야간,토,1,2,1,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,959584,1961223,127.04183970000001,37.64960669
2014,20140421,주간,목,1,1,0,0,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,952758,1952124,126.96505,37.56727054
2014,20140422,야간,금,1,2,1,0,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,대형,중형,946420,1944478,126.89384240000001,37.49800929
2014,20140422,야간,토,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,중형,보행자,958387,1959610,127.0283627,37.63501501
2014,20140423,야간,토,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,대형,보행자,945959,1945113,126.88858059999998,37.50370576
2014,20140425,주간,화,1,2,1,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,대형,보행자,945047,1949941,126.87790159999999,37.54716713
2014,20140425,야간,토,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948741,1941156,126.9203303,37.46819915
2014,20140426,주간,목,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,967371,1949196,127.1306483,37.54151314
2014,20140427,주간,목,1,2,0,1,0,서울,중구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,터널안,대형,경형,957151,1950143,127.01490859999998,37.54963021
2014,20140427,야간,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,중형,보행자,945019,1944902,126.87796180000001,37.50174847
2014,20140428,야간,일,1,1,0,0,0,서울,관악구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,0,948541,1942255,126.9179919,37.47809358
2014,20140429,야간,금,1,1,0,0,0,서울,동대문구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,959900,1952820,127.04588259999998,37.57388253
2014,20140501,야간,월,1,1,0,0,0,서울,강동구,차대차,측면직각충돌,측면직각충돌,과속,단일로,기타단일로,중형,자전거,967249,1948665,127.129291,37.53672269
2014,20140502,주간,월,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,소형,보행자,951162,1943213,126.9475709,37.4868706
2014,20140502,야간,금,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,대형,보행자,953510,1943207,126.97412949999999,37.48693772
2014,20140503,야간,일,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,965232,1957350,127.1060489,37.61492965
2014,20140504,야간,토,1,3,0,2,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,958252,1958445,127.0268992,37.62450855
2014,20140504,주간,수,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,소형,자전거,941692,1946784,126.8401741,37.51850684
2014,20140505,야간,목,1,2,1,0,0,서울,성동구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,교량위,중형,대형,961705,1950617,127.0664381,37.55410307
2014,20140506,주간,월,1,1,0,0,0,서울,중구,차대차,기타,기타,신호위반,교차로,교차로내,중형,소형,953754,1950587,126.97642479999999,37.55346782
2014,20140507,주간,월,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,소형,보행자,961822,1951619,127.0856075,37.53186159
2014,20140509,야간,토,1,2,0,0,1,서울,중랑구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,중형,962941,1954740,127.0802227,37.59131551
2014,20140509,야간,일,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,중형,보행자,960425,1947368,127.05150259999998,37.52462169
2014,20140510,야간,수,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,대형,0,955547,1956783,126.99634750000001,37.60940183
2014,20140511,야간,금,1,2,1,0,0,서울,강서구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,원동기장치자전거,940008,1950030,126.8207989,37.54731847
2014,20140512,야간,목,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,959649,1953584,127.04299809999999,37.58075769
2014,20140512,야간,화,1,2,1,0,0,서울,동작구,차량단독,공작물충돌,공작물충돌,과속,교차로,교차로내,중형,0,954000,1944883,126.97956709999998,37.50206855
2014,20140513,주간,월,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,자전거,보행자,962770,1962614,127.07788459999999,37.66227876
2014,20140513,야간,월,1,1,0,0,0,서울,관악구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,중형,0,949341,1940278,126.92717549999999,37.46031859
2014,20140513,야간,금,1,7,5,1,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,경형,중형,941724,1949342,126.84033319999999,37.54156417
2014,20140514,주간,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947603,1946853,126.90705590000002,37.51948348
2014,20140514,야간,금,1,2,1,0,0,서울,광진구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,962678,1951938,127.0774761,37.566030100000006
2014,20140515,주간,토,1,1,0,0,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,949689,1952130,126.93029890000001,37.56716204
2014,20140516,야간,수,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,958057,1956187,127.024819,37.60414791
2014,20140521,주간,화,1,1,0,0,0,서울,도봉구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로부근,대형,자전거,958151,1960979,127.0256095,37.64734328
2014,20140521,주간,금,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,962692,1957714,127.0772506,37.61811088
2014,20140528,주간,목,1,1,0,0,0,서울,구로구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,소형,자전거,946805,1942459,126.8980959,37.47970648
2014,20140531,야간,일,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947329,1943188,126.9042179,37.48643459
2014,20140604,야간,월,1,1,0,0,0,서울,관악구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,949710,1940247,126.9313499,37.46005933
2014,20140605,주간,월,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,961003,1944421,127.05881950000001,37.49822685
