발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2016,20160406,야간,수,1,3,1,1,0,서울,용산구,차대차,추돌,진행중 추돌,과속,단일로,교량위,중형,중형,955487,1946275,126.99630570000001,37.51468799
2016,20160315,야간,화,1,6,1,4,0,서울,동대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,중형,대형,960634,1951904,127.05424380000001,37.56565804
2016,20160403,야간,일,2,2,0,0,0,서울,동작구,차대차,추돌,진행중 추돌,과속,단일로,기타단일로,중형,대형,951206,1946495,126.9478507,37.51645439
2016,20160313,야간,일,1,1,0,0,0,서울,영등포구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,원동기장치자전거,946778,1949116,126.8975563,37.53983293
2016,20160322,야간,화,1,1,0,0,0,서울,도봉구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,959236,1962549,127.03782079999999,37.66154272
2016,20160320,주간,일,1,2,1,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,,941386,1947250,126.83667439999999,37.52268751
2016,20160331,야간,목,1,1,0,0,0,서울,동작구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,단일로,기타단일로,소형,대형,948704,1944431,126.91901840000001,37.49756884
2016,20160913,주간,화,1,2,0,1,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,957398,1959974,127.01713259999998,37.63825045
2016,20160728,야간,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,964725,1955877,127.1003753,37.60163377
2016,20160730,야간,토,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948961,1945263,126.92253319999999,37.50522866
2016,20160402,야간,토,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960849,1948397,127.0568655,37.53405749
2016,20160406,야간,수,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,947403,1944593,126.90516370000002,37.49939003
2016,20160909,주간,금,1,1,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,중형,자전거,960604,1952526,127.05387069999999,37.57126302
2016,20160909,주간,금,1,1,0,0,0,서울,중구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,대형,중형,954753,1951983,126.98764840000001,37.56609988
2016,20160309,야간,수,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,958962,1953287,127.03523419999999,37.57805038
2016,20160427,주간,수,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,962908,1958414,127.07966259999999,37.62442889
2016,20160417,야간,일,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,954060,1942978,126.9803649,37.4849012
2016,20160503,주간,화,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,960902,1953327,127.05720249999999,37.57849537
2016,20160721,야간,목,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,중형,보행자,948537,1947079,126.91760900000001,37.52157304
2016,20160617,주간,금,1,1,0,0,0,서울,동작구,차량단독,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,자전거,,951559,1946370,126.95185330000001,37.51534635
2016,20160624,야간,금,1,1,0,0,0,서울,강남구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,,963353,1943497,127.08545090000001,37.48999472
2016,20161210,야간,토,1,1,0,0,0,서울,강북구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,소형,대형,960058,1958662,127.0473529,37.626544700000004
2016,20161223,야간,금,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948137,1953887,126.91272479999999,37.58274847
2016,20161103,야간,목,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,952541,1947306,126.9629045,37.52383378
2016,20160414,야간,목,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,956071,1950603,127.00265490000001,37.55372544
2016,20160410,주간,일,1,1,0,0,0,서울,용산구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,경형,954311,1948517,126.9828595,37.53483823
2016,20160502,주간,월,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,소형,보행자,959073,1951952,127.0365659,37.56602262
2016,20160608,주간,수,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,942046,1944262,126.84437859999998,37.4957982
2016,20160616,야간,목,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,대형,보행자,947617,1953004,126.90677509999999,37.57492391
2016,20160614,주간,화,1,1,0,0,0,서울,성동구,차량단독,기타,기타,기타(운전자법규위반),기타/불명,기타/불명,중형,,958722,1950077,127.032697,37.54910705
2016,20160626,야간,일,1,2,0,1,0,서울,구로구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,소형,소형,941567,1943685,126.83900600000001,37.49056746
2016,20160706,주간,수,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,942471,1947772,126.8489115,37.52746064
2016,20160720,주간,수,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,948612,1955103,126.91789540000002,37.59389844
2016,20160907,야간,수,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,중형,962937,1946491,127.0805943,37.5169643
2016,20160808,주간,월,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,963155,1963608,127.08219950000002,37.67125339
2016,20160808,주간,월,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,대형,보행자,962775,1954178,127.07837099999999,37.58624334
2016,20160409,야간,토,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,소형,보행자,950606,1944838,126.94117279999999,37.50148755
2016,20160415,주간,금,1,4,1,2,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,소형,보행자,956332,1954542,127.005375,37.58924092
2016,20160423,야간,토,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,964712,1955598,127.10024150000001,37.59911856
2016,20160429,야간,금,1,2,0,1,0,서울,영등포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,소형,보행자,947513,1946649,126.906052,37.51763968
2016,20160427,주간,수,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,945670,1940594,126.88564469999999,37.46295827
2016,20160713,주간,수,1,1,0,0,0,서울,서대문구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,경형,948139,1952486,126.912723,37.5702847
2016,20160619,야간,일,1,1,0,0,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로내,소형,소형,941233,1948831,126.8348165,37.53692735
2016,20161115,주간,화,1,2,0,1,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,경형,소형,949585,1947918,126.9294108,37.52919298
2016,20161117,주간,목,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,949406,1956668,126.92678090000001,37.60804789
2016,20160421,야간,목,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,940772,1948483,126.82962679999999,37.53376132
2016,20160414,야간,목,1,1,0,0,0,서울,관악구,차대차,측면직각충돌,측면직각충돌,차로위반(진로변경 위반),단일로,기타단일로,중형,자전거,947710,1942121,126.9086031,37.47683914
2016,20160417,주간,일,1,1,0,0,0,서울,성동구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,횡단보도부근,중형,,959625,1950969,127.04287040000001,37.55718693
2016,20160513,야간,금,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,보행자,952786,1942059,126.96601399999999,37.47655371
2016,20160523,야간,월,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,949382,1944133,126.9273741,37.49506691
2016,20160526,주간,목,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,960939,1963224,127.0570926,37.66770066
2016,20160514,주간,토,1,2,0,1,0,서울,서초구,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,소형,중형,955001,1941803,126.99108009999999,37.47435685
2016,20160703,야간,일,1,1,0,0,0,서울,종로구,차대차,추돌,진행중 추돌,안전거리 미확보,교차로,교차로내,대형,중형,955980,1954148,127.0014117,37.58567295
2016,20160708,야간,금,1,1,0,0,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,경형,중형,946882,1944829,126.89904340000001,37.50119961
2016,20160713,야간,수,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,944894,1942279,126.8767442,37.47809953
2016,20160629,야간,수,1,1,0,0,0,서울,강북구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,대형,959255,1957255,127.0383315,37.61382788
2016,20160911,주간,일,1,1,0,0,0,서울,노원구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,경형,자전거,962599,1957701,127.0761975,37.61798993
2016,20160813,주간,토,1,1,0,0,0,서울,용산구,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로부근,경형,,953255,1949299,126.9716678,37.54252047
2016,20160820,야간,토,1,1,0,0,0,서울,영등포구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,중형,,946497,1947402,126.8945006,37.52436819
2016,20160824,주간,수,1,1,0,0,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,경형,소형,947075,1945467,126.90118090000001,37.506961100000005
2016,20160906,주간,화,1,6,0,5,0,서울,금천구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,중형,대형,948790,1939228,126.92101840000001,37.45082429
2016,20160413,야간,수,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,952283,1952495,126.9596473,37.57058993
2016,20160406,주간,수,1,1,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,,962110,1951074,127.07099960000001,37.55823891
2016,20160502,야간,월,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,967866,1948418,127.152648,37.53887043
2016,20160505,야간,목,1,3,1,1,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,957882,1945422,127.0234548,37.50711207
2016,20160503,야간,화,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947793,1948254,126.9091063,37.53212167
2016,20160511,주간,수,1,2,0,1,0,서울,영등포구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,945653,1950331,126.88473259999999,37.55071817
2016,20160527,야간,금,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,963173,1951476,127.0828996,37.56202936
2016,20160615,야간,수,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,963663,1945206,127.08868249999999,37.50509029
2016,20160610,야간,금,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,중형,보행자,959546,1946146,127.0425479,37.51360342
2016,20160821,주간,일,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,938529,1952826,126.803877,37.57275759
2016,20160912,야간,월,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,957663,1951912,127.02060259999999,37.56559834
2016,20160906,주간,화,1,1,0,0,0,서울,종로구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,중형,소형,953223,1954095,126.97018940000001,37.58505923
2016,20160724,야간,일,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,969571,1950717,127.1554882,37.55529783
2016,20160818,야간,목,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,중형,보행자,951673,1942664,126.9536285,37.48184485
2016,20160419,주간,화,1,2,0,1,0,서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,964287,1955556,127.09542900000001,37.59872360000001
2016,20160427,야간,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,951438,1942717,126.9507254,37.48241457
2016,20160430,주간,토,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,경형,보행자,947151,1941236,126.90234469999999,37.46883064
2016,20160517,주간,화,1,2,1,0,0,서울,동작구,차대차,측면직각충돌,측면직각충돌,차로위반(진로변경 위반),단일로,기타단일로,경형,소형,949145,1945884,126.9244277,37.51032334
2016,20160527,주간,금,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,보행자,949158,1956780,126.9239635,37.60904367
2016,20160531,주간,화,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,건설기계,보행자,948286,1954983,126.9142112,37.5927986
2016,20160627,야간,월,1,1,0,0,0,서울,성동구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,교차로,교차로부근,경형,대형,959186,1952521,127.03781370000002,37.57115618
2016,20160715,야간,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,954978,1941805,126.9911845,37.47446997
2016,20160715,야간,금,1,1,0,0,0,서울,용산구,차대차,기타,기타,신호위반,교차로,교차로내,중형,소형,954995,1946905,126.9907001,37.52034249
2016,20161003,야간,월,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,957208,1953169,127.01537730000001,37.57690694
2016,20161116,주간,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,945513,1943815,126.88363100000001,37.49198047
2016,20161124,주간,목,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,955784,1947113,126.9996159,37.52225542
2016,20161125,주간,금,1,1,0,0,0,서울,양천구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,,941776,1946411,126.84115420000002,37.51515028
2016,20161031,야간,월,1,1,0,0,0,서울,강서구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,소형,,943693,1948022,126.8627216,37.52978934
2016,20160424,주간,일,1,2,1,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,경형,,949366,1956026,126.9263722,37.60225931
2016,20160429,야간,금,1,2,0,1,0,서울,성북구,차대사람,횡단중,횡단중,중앙선 침범,교차로,교차로내,중형,보행자,958774,1954759,127.0330223,37.59130946
2016,20160423,주간,토,1,3,0,1,1,서울,송파구,차대차,정면충돌,정면충돌,과속,교차로,교차로내,중형,중형,965200,1943788,127.1063298,37.49268911
2016,20160506,주간,금,1,1,0,0,0,서울,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,,969409,1952130,127.15359509999999,37.56802841
2016,20160510,야간,화,1,1,0,0,0,서울,성북구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,,957483,1956015,127.0183263,37.60257128
2016,20160514,야간,토,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,960337,1964447,127.0502002,37.67869788
2016,20160601,야간,수,1,2,0,0,1,서울,마포구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,소형,중형,948615,1950523,126.91825060000001,37.55261866
2016,20160515,주간,일,2,3,1,0,0,서울,성북구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,소형,중형,959728,1957766,127.04366259999999,37.61845447
2016,20160621,야간,화,1,2,1,0,0,서울,관악구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,소형,소형,948784,1943555,126.9206496,37.48982429
2016,20160817,주간,수,1,2,1,0,0,서울,금천구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,소형,대형,947183,1940767,126.9027402,37.46460526
2016,20160817,야간,수,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,경형,보행자,942520,1951190,126.8491983,37.5582702
2016,20160909,주간,금,1,6,1,2,2,서울,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,954510,1951786,126.98490919999999,37.5643123
2016,20160728,주간,목,1,1,0,0,0,서울,노원구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,터널안,중형,,963562,1964087,127.0867905,37.67558696
2016,20160804,야간,목,1,2,1,0,0,서울,성동구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,대형,,959685,1948851,127.04366609999998,37.53809937
2016,20160504,주간,수,1,1,0,0,0,서울,동작구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,중형,중형,948955,1944670,126.9225065,37.49988349
2016,20160511,주간,수,1,3,0,2,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,950118,1953537,126.93506070000001,37.57986683
2016,20160527,야간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,소형,보행자,958835,1955813,127.0336539,37.60081213
2016,20160522,야간,일,1,1,0,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,,946131,1954100,126.88986670000001,37.58471643
2016,20160521,야간,토,1,1,0,0,0,서울,강북구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,소형,,959336,1959305,127.03913519999999,37.6323085
2016,20160529,주간,일,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,기타(운전자법규위반),교차로,교차로부근,대형,보행자,948757,1941794,126.9204668,37.47395049
2016,20160513,주간,금,1,1,0,0,0,서울,노원구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,자전거,962164,1962902,127.070999,37.66484976
2016,20160603,야간,금,1,1,0,0,0,서울,강남구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로부근,중형,중형,960852,1946825,127.05698319999999,37.51988863
2016,20160723,야간,토,1,1,0,0,0,서울,강동구,차량단독,전도전복,전도전복,중앙선 침범,단일로,기타단일로,대형,,970437,1950608,127.16529720000001,37.55434357
2016,20160729,야간,금,1,1,0,0,0,서울,강동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,경형,보행자,967788,1950420,127.1353148,37.55256023
2016,20160803,주간,수,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,941394,1947232,126.8367663,37.52252579
2016,20161209,야간,금,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,중형,보행자,955424,1951473,126.99527720000002,37.56153586
2016,20161205,야간,월,1,1,0,0,0,서울,노원구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,교차로,교차로내,소형,소형,963364,1958273,127.0848371,37.62317632
2016,20160523,야간,월,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,951670,1951006,126.9528041,37.55713736
2016,20160526,주간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,960006,1958739,127.0467594,37.62723645
2016,20160603,야간,금,1,1,0,0,0,서울,성동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,959771,1950158,127.04456780000001,37.54988353
2016,20160511,주간,수,1,1,0,0,0,서울,서대문구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,대형,자전거,950194,1954345,126.9358665,37.58715353
2016,20160704,야간,월,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,958634,1942891,127.0321054,37.48433325
2016,20160718,야간,월,1,2,0,0,1,서울,강서구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,소형,940549,1951366,126.8267626,37.55976771
2016,20160731,야간,일,1,2,1,0,0,서울,서초구,차량단독,공작물충돌,공작물충돌,과속,기타/불명,기타/불명,중형,,954776,1940414,126.98862079999999,37.46182631
