시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명,옐로카펫_설치일자,보호구역_지정년도
유치원,사랑,서울특별시 도봉구 마들로 620,,37.66543008,127.0466689,도봉구청,도봉경찰서,Y,1,25,2019-09-05,3090000,서울특별시 도봉구,0,8
초등학교,매헌초등학교,서울특별시 서초구 언남길 8,서울특별시 서초구 양재2동 311-1,37.4710476,127.0420771,서울시 서초구,서초경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,2017-06-14,8
초등학교,방현초등학교,서울특별시 서초구 효령로4길 58,서울특별시 서초구 방배3동 산81-1,37.4763718,126.9901376,서울시 서초구,방배경찰서,Y,1,4,2019-06-03,3210000,서울특별시 서초구,0,96
초등학교,우솔초등학교,서울특별시 서초구 양재대로2길 74,서울특별시 서초구 우면동 774,37.45652907,127.0189383,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,14
초등학교,반원초등학교,서울특별시 서초구 잠원로3길 40,서울특별시 서초구 잠원동 72-3,37.5081687,127.0036319,서울시 서초구,서초경찰서,Y,1,4,2019-06-03,3210000,서울특별시 서초구,0,95
초등학교,양재초등학교,서울특별시 서초구 바우뫼로18길 14,서울특별시 서초구 양재1동 101,37.473765,127.0316178,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,2016-05-27,96
초등학교,언남초등학교,서울특별시 서초구 헌릉로8길 42,서울특별시 서초구 내곡동 122,37.4539774,127.0613427,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,14
초등학교,우면초등학교,서울특별시 서초구 태봉로 59,서울특별시 서초구 우면동 690,37.46470939,127.0237457,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
초등학교,서이초등학교,서울특별시 서초구 서운로 35,서울특별시 서초구 서초2동 1334-2,37.4913032,127.0259307,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,2017-06-14,96
유치원,구룡유치원,서울특별시 서초구 논현로5길 31-11,서울특별시 서초구 양재2동 399-1,37.4711033,127.0489979,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,99
특수학교,다니엘학교,서울특별시 서초구 헌릉로468길 21-16,서울특별시 서초구 내곡동 1-1328,37.4603732,127.0921844,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,97
유치원,신반포중앙유치원,서울특별시 서초구 나루터로4길 28,서울특별시 서초구 잠원동 60-3,37.5113149,127.012021,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
유치원,석문유치원,서울특별시 서초구 서초대로64길 73,서울특별시 서초구 서초1동 1634-1,37.4925169,127.0218007,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,99
유치원,하나유치원,서울특별시 서초구 잠원로8길 13,서울특별시 서초구 잠원동 56-3,37.5152074,127.0102178,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
유치원,반포성모유치원,서울특별시 서초구 신반포로15길 18,서울특별시 서초구 반포2동 4-1,37.5048482,126.9944697,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
유치원,새성민유치원,서울특별시 서초구 효령로 110,서울특별시 서초구 방배3동 981-2,37.4806567,126.9961191,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,10
유치원,영생유치원,서울특별시 서초구 신반포로19길 30,서울특별시 서초구 반포2동 4-10,37.5049871,126.995664,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,10
유치원,새순유치원,서울특별시 서초구 서초대로15길 57,서울특별시 서초구 방배4동 831-12,37.4889507,126.9884182,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,10
유치원,양재천사유치원,서울특별시 서초구 바우뫼로 89,서울특별시 서초구 양재1동 154-2,37.47435569,127.0311795,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,96
유치원,여나유치원,서울특별시 서초구 서초중앙로 200,서울특별시 서초구 서초4동 1685,37.4985336,127.0155431,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
유치원,반포병설유치원,서울특별시 서초구 신반포로 55-4,서울특별시 서초구 반포본동 937,37.5027416,126.9910992,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
유치원,방배병설유치원,서울특별시 서초구 방배중앙로13길 26,서울특별시 서초구 방배4동 861-1,37.4871653,126.9874257,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
유치원,원명병설유치원,서울특별시 서초구 고무래로 90-6,서울특별시 서초구 서초4동 1685-1,37.500647,127.0165694,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
유치원,서래병설유치원,서울특별시 서초구 방배로 260,서울특별시 서초구 방배본동 771,37.4963529,126.9898009,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,95
유치원,서울청계숲유치원,서울특별시 서초구 청계산로11길 14,서울특별시 서초구 신원동 247,37.447737,127.0577441,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,15
유치원,서초유치원,서울특별시 서초구 양재대로2길 100-64,서울특별시 서초구 우면동 769,37.4560854,127.0162166,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,반포1동어린이집,서울특별시 서초구 신반포로 318,서울특별시 서초구 반포1동 703-1,37.5099591,127.0184672,서울시 서초구,서초경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,0,13
어린이집,서초어린이집,서울특별시 서초구 남부순환로 2271-1,서울특별시 서초구 방배3동 1027-6,37.4746298,127.0002477,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,서초구청직장어린이집,서울특별시 서초구 남부순환로347길 46,서울특별시 서초구 서초2동 1360-26,37.48642194,127.0314197,서울시 서초구,서초경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,서초연꽃어린이집,서울특별시 서초구 사임당로19길 51,서울특별시 서초구 서초1동 1642-15,37.4917669,127.0180788,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,서초성모어린이집,서울특별시 서초구 고무래로8길 21,서울특별시 서초구 반포4동 54-9,37.5010268,127.0095516,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,서초중앙어린이집,서울특별시 서초구 남부순환로289길 35,서울특별시 서초구 방배3동 530-55,37.4767682,126.9890543,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,서초장미어린이집,서울특별시 서초구 남부순환로 2543-5,서울특별시 서초구 서초2동 1353-3,37.4841569,127.0284114,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,푸르니서초어린이집,서울특별시 서초구 효령로67길 4,서울특별시 서초구 서초1동 1607-5,37.4873913,127.0237173,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,아람마주이야기어린이집,서울특별시 서초구 동광로12길 12,서울특별시 서초구 방배4동 822-29,37.4907387,126.9865099,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,8
어린이집,반포서래어린이집,서울특별시 서초구 사평대로28길 70,서울특별시 서초구 반포4동 74-7,37.4974379,127.0003038,서울시 서초구,방배경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,0,13
어린이집,반포어린이집,서울특별시 서초구 사평대로20길 54,서울특별시 서초구 반포4동 107-87,37.4969869,126.9967752,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
어린이집,LG전자강남센터어린이집,서울특별시 서초구 강남대로37길 43,서울특별시 서초구 서초2동 1365-8,37.484622,127.0310582,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,16
어린이집,하나푸르니어린이집,서울특별시 서초구 서초중앙로33길 10,서울특별시 서초구 반포4동 53-6,37.5012633,127.0108398,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,14
초등학교,신중초등학교,서울특별시 서초구 남부순환로317길 15,서울특별시 서초구 서초3동 1466-5,37.4801745,127.0098006,서울시 서초구,서초경찰서,Y,1,4,2019-06-03,3210000,서울특별시 서초구,0,96
어린이집,사랑의어린이집,서울특별시 서초구 신반포로33길 22,서울특별시 서초구 잠원동 60-5,37.5098757,127.0109679,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,16
초등학교,방배초등학교,서울특별시 서초구 방배중앙로13길 26,서울특별시 서초구 방배4동 861-1,37.4871653,126.9874257,서울시 서초구,방배경찰서,Y,1,6,2019-06-03,3210000,서울특별시 서초구,0,98
초등학교,서초초등학교,서울특별시 서초구 서운로 178,서울특별시 서초구 서초4동 1310-6,37.499331,127.0242296,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,2016-09-05,8
초등학교,이수초등학교,서울특별시 서초구 방배천로4길 23,서울특별시 서초구 방배2동 468-6,37.4783196,126.9845727,서울시 서초구,방배경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,0,98
초등학교,방일초등학교,서울특별시 서초구 방배로18길 52,서울특별시 서초구 방배1동 167-4,37.4853425,126.9982024,서울시 서초구,방배경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,0,96
초등학교,서래초등학교,서울특별시 서초구 방배로 260,서울특별시 서초구 방배본동 771,37.4963529,126.9898009,서울시 서초구,방배경찰서,Y,1,4,2019-06-03,3210000,서울특별시 서초구,2016-05-27,95
초등학교,서원초등학교,서울특별시 서초구 고무래로 63,서울특별시 서초구 반포1동 30-8,37.5027958,127.0151377,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,2016-09-05,96
초등학교,반포초등학교,서울특별시 서초구 신반포로 55-4,서울특별시 서초구 반포본동 937,37.502792,126.9910688,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,13
초등학교,우암초등학교,서울특별시 서초구 바우뫼로7길 38,서울특별시 서초구 우면동 58,37.4721905,127.0239065,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,2017-06-14,96
초등학교,원명초등학교,서울특별시 서초구 고무래로 90-6,서울특별시 서초구 서초4동 1685-1,37.500647,127.0165694,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
초등학교,신동초등학교,서울특별시 서초구 나루터로 15,서울특별시 서초구 잠원동 54-5,37.5170464,127.0116439,서울시 서초구,서초경찰서,Y,1,2,2019-06-03,3210000,서울특별시 서초구,2017-11-08,98
초등학교,잠원초등학교,서울특별시 서초구 신반포로16길 15-25,서울특별시 서초구 반포2동 17,37.50185855,126.998053,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,2016-09-05,95
초등학교,원촌초등학교,서울특별시 서초구 사평대로45길 26,서울특별시 서초구 반포1동 21,37.5061857,127.0124612,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,95
초등학교,서일초등학교,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851011,127.0222731,서울시 서초구,서초경찰서,Y,1,5,2019-06-03,3210000,서울특별시 서초구,2017-11-15,98
초등학교,계성초등학교,서울특별시 서초구 신반포로19길 23,서울특별시 서초구 반포2동 6-1,37.5044669,126.9964732,서울시 서초구,방배경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,6
초등학교,교대부속초등학교,서울특별시 서초구 서초중앙로 96,서울특별시 서초구 서초1동 1650,37.4899286,127.0158653,서울시 서초구,서초경찰서,Y,1,3,2019-06-03,3210000,서울특별시 서초구,0,96
유치원,한신유치원,서울특별시 서초구 잠원로3길 31,서울특별시 서초구 잠원동 70-3,37.50904489,127.004773,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,7
어린이집,샤이닝키즈어린이집,서울특별시 서초구 서초대로74길 30,서울특별시 서초구 서초동 1326-17,37.4947315,127.0267841,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,17
어린이집,남태령어린이집,서울특별시 서초구 전원말길 6,서울특별시 서초구 방배동 2877,37.4657896,126.9887801,서울시 서초구,방배경찰서,N,1,1,2019-06-03,3210000,서울특별시 서초구,0,18
어린이집,서초남서울어린이집,서울특별시 서초구 반포대로 310-5,서울특별시 서초구 잠원동 76-9,37.5068308,127.0008832,서울시 서초구,서초경찰서,N,1,1,2019-06-03,3210000,서울특별시 서초구,0,18
유치원,신미림초병설유치원,서울특별시 구로구 신도림로 26,,37.50714192,126.8795526,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
특수학교,정진학교,서울특별시 구로구 부일로9길 158,,37.49881413,126.8207513,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,2
유치원,미래초병설유치원,서울특별시 구로구 새말로 73,,37.50510683,126.8880789,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
초등학교,신미림초등학교,서울특별시 구로구 신도림로 26,,37.50714192,126.8795526,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
초등학교,미래초등학교,서울특별시 구로구 새말로 73,,37.50510683,126.8880789,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
유치원,예쁨유치원,서울특별시 구로구 부일로1길 125,,37.495235,126.8174398,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
유치원,일신유치원,서울특별시 구로구 오류로8길 22,,37.49120396,126.842017,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
유치원,나비유치원,서울특별시 구로구 고척로 30,,37.497362,126.839734,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
유치원,도현유치원,서울특별시 구로구 구로동로28길 55,,37.490942,126.887203,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
유치원,버들유치원,서울특별시 구로구 오류로8길 40,,37.49168436,126.842809,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
유치원,동정성모유치원,서울특별시 구로구 경인로2길 11,,37.48985001,126.8273989,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
유치원,꿀벌유치원,서울특별시 구로구 디지털로27다길 15,,37.484935,126.8893165,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,98
어린이집,무궁어린이집,서울특별시 구로구 부일로15나길 20-7,,37.49492008,126.8344028,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,8
초등학교,오정초등학교,서울특별시 구로구 경인로2길 10,,37.49016576,126.8264393,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,온수초등학교,서울특별시 구로구 부일로 893,,37.494071,126.825993,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2016-06-07,97
특수학교,성베드로학교,서울특별시 구로구 연동로 320,,37.4875236,126.826165,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,97
유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,세곡초등학교,서울특별시 구로구 고척로33길 34,,37.50505628,126.8491193,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2018-11-02,95
초등학교,동구로초등학교,서울특별시 구로구 구로중앙로14길 43,,37.49407207,126.8927814,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,매봉초등학교,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,구로초등학교,서울특별시 구로구 구로중앙로27나길 9,,37.49746124,126.8865524,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2018-10-22,95
초등학교,덕의초등학교,서울특별시 구로구 고척로 213,,37.50602878,126.8573464,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2017-09-15,95
초등학교,고척초등학교,서울특별시 구로구 경서로 31,,37.50094667,126.856994,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
유치원,고척초병설유치원,서울특별시 구로구 경서로 31,,37.50094667,126.856994,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,구로남초등학교,서울특별시 구로구 디지털로27길 76,,37.48420548,126.8902176,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,고산초등학교,서울특별시 구로구 중앙로 6,,37.49897363,126.8647738,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2017-11-16,95
유치원,서울남유치원,서울특별시 구로구 구로동로17길 37-4,,37.488008,126.881845,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,10
유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95
유치원,사랑유치원,서울특별시 구로구 신도림로11가길 36,,37.50827362,126.876108,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,9
어린이집,항동어린이집,서울특별시 구로구 연동로 284,,37.48537876,126.8234383,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,16
유치원,서울하늘숲유치원,서울특별시 구로구 오리로 1102-19,,37.48509285,126.8430176,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,18
어린이집,예뜰어린이집,서울특별시 구로구 구로동로7길 27,,37.48599142,126.884695,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,16
어린이집,예쁜별어린이집,서울특별시 구로구 서해안로28길 18,,37.4924091,126.843062,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,14
어린이집,샘소슬어린이집,서울특별시 구로구 부일로17길 5,,37.49359778,126.834631,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
어린이집,샛별어린이집,서울특별시 구로구 구로중앙로32가길 18,,37.4999466,126.8850875,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,13
어린이집,LG전자구로어린이집,서울특별시 구로구 가마산로 95,,37.486014,126.8769045,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,13
유치원,푸른동산유치원,서울특별시 구로구 서해안로 2201,,37.48673104,126.831364,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
유치원,아람유치원,서울특별시 구로구 고척로25길 62,,37.504546,126.846112,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,8
초등학교,천왕초등학교,서울특별시 구로구 천왕로1길 11,,37.48160282,126.8367161,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,11
어린이집,세라핌어린이집,서울특별시 구로구 고척로18길 92,,37.497724,126.8450222,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,1
어린이집,궁동어린이집,서울특별시 구로구 오리로17길 48,,37.49684058,126.829017,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,7
어린이집,광진선교어린이집,서울특별시 구로구 개봉로3길 87,,37.48589964,126.8509714,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,10
어린이집,남산어린이집,서울특별시 구로구 경인로47가길 35,,37.50294183,126.864935,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,10
어린이집,지암어린이집,서울특별시 구로구 개봉로11길 55-16,,37.48722468,126.852844,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,7
어린이집,구로삼성어린이집,서울특별시 구로구 가마산로 174,,37.491254,126.882454,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,10
어린이집,구일어린이집,서울특별시 구로구 구일로 62,,37.491746,126.874349,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,9
유치원,미림유치원,서울특별시 구로구 개봉로18길 37,,37.490828,126.857951,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,9
초등학교,고원초등학교,서울특별시 구로구 경인로46길 13,,37.49761248,126.8657986,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,4
유치원,신도유치원,서울특별시 구로구 구일로2길 45,,37.4890874,126.8776413,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,6
유치원,혜원유치원,서울특별시 구로구 고척로 62-11,,37.49939985,126.842282,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,10
초등학교,효제초등학교,서울특별시 종로구 대학로12,서울특별시 종로구 효제동 255-4,37.5728828,127.003257,종로구청,혜화경찰서,Y,4,20~25,2019-01-14,3000000,서울특별시 종로구,2017-04-12,97
유치원,혜화유치원,서울특별시 종로구 창경궁로 296,서울특별시 종로구 혜화동 161-4,37.586802,127.003115,종로구청,혜화경찰서,Y,1,35,2019-01-14,3000000,서울특별시 종로구,0,97
초등학교,혜화초등학교,서울특별시 종로구 혜화로 32,서울특별시 종로구 명륜동1가 1-27,37.5888137,127.0000249,종로구청,혜화경찰서,Y,2,15,2019-01-14,3000000,서울특별시 종로구,2017-04-14,97
어린이집,한빛어린이집,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인2동 178-167,37.574807,127.019976,종로구청,혜화경찰서,Y,2,4~8,2019-01-14,3000000,서울특별시 종로구,0,12
유치원,한아름유치원,서울특별시 종로구 혜화로6길 80,서울특별시 종로구 혜화동 109-2,37.590282,127.0011512,종로구청,혜화경찰서,Y,1,6,2019-01-14,3000000,서울특별시 종로구,0,13
초등학교,청운초등학교,서울특별시 종로구 자하문로105,서울특별시 종로구 청운동 123,37.5859741,126.9691707,종로구청,종로경찰서,Y,1,6~25,2019-01-14,3000000,서울특별시 종로구,2017-04-13,96
유치원,하나유치원,서울특별시 종로구 평창길317,서울특별시 종로구 평창동 439-5,37.614309,126.977438,종로구청,종로경찰서,Y,2,8,2019-01-14,3000000,서울특별시 종로구,0,8
국제학교,하비에르국제학교,서울특별시 종로구 비봉길23,서울특별시 종로구 구기동 151,37.6108309,126.9560699,종로구청,혜화경찰서,Y,2,12,2019-01-14,3000000,서울특별시 종로구,2016-05-02,97
유치원,청룡유치원,서울특별시 종로구 동망산길 62,서울특별시 종로구 숭인동 48-2,37.579374,127.016652,종로구청,혜화경찰서,Y,1,12,2019-01-14,3000000,서울특별시 종로구,0,95
어린이집,청운어린이집,서울특별시 종로구 자하문로35길 21,서울특별시 종로구 청운동 6-3,37.5883981,126.9660043,종로구청,종로경찰서,Y,1,6~8,2019-01-14,3000000,서울특별시 종로구,0,96
어린이집,창이어린이집,서울특별시 종로구 낙산성곽동길 69,서울특별시 종로구 창신2동 622-2,37.5785149,127.0085733,종로구청,혜화경찰서,Y,1,6,2019-01-14,3000000,서울특별시 종로구,0,13
초등학교,창신초등학교,서울특별시 종로구 지봉로 73,서울특별시 종로구 창신동 128,37.5760326,127.0143822,종로구청,혜화경찰서,Y,3,6~20,2019-01-14,3000000,서울특별시 종로구,2016-11-16,95
어린이집,은행나무어린이집,서울특별시 종로구 낙산5길 33,서울특별시 종로구 창신2동 23-330,37.5789295,127.010937,종로구청,혜화경찰서,Y,1,6~8,2019-01-14,3000000,서울특별시 종로구,0,6
초등학교,재동초등학교,서울특별시 종로구 북촌로4길 7,서울특별시 종로구 가회동 210,37.5799027,126.9855858,종로구청,종로경찰서,Y,2,6~25,2019-01-14,3000000,서울특별시 종로구,0,95
유치원,연동유치원,서울특별시 종로구 대학로3길 9,서울특별시 종로구 연지동 136-25,37.5738297,127.0013212,종로구청,혜화경찰서,Y,1,6,2019-01-14,3000000,서울특별시 종로구,0,95
유치원,옥인유치원,서울특별시 종로구 자하문로69,서울특별시 종로구 옥인동 18,37.582135,126.970311,종로구청,종로경찰서,Y,1,30,2019-01-14,3000000,서울특별시 종로구,0,7
어린이집,아동회관어린이집,서울특별시 종로구 지봉로13길 14,서울특별시 종로구 창신동 산6-25,37.5788167,127.014631,종로구청,혜화경찰서,Y,1,6~15,2019-01-14,3000000,서울특별시 종로구,0,12
어린이집,엔젤키즈어린이집,서울특별시 종로구 자하문로43길 4-13,서울특별시 종로구 부암동 384-7,37.5985179,126.960504,종로구청,종로경찰서,Y,1,30,2019-01-14,3000000,서울특별시 종로구,0,16
초등학교,세검정초등학교,서울특별시 종로구 세검정로9길1,서울특별시 종로구 신영동 219-4,37.6033878,126.9608999,종로구청,종로경찰서,Y,3,4~8,2019-01-14,3000000,서울특별시 종로구,2017-04-14,10
유치원,세종유치원,서울특별시 종로구 사직로8길 9,서울특별시 종로구 필운동 278-4,37.575477,126.969952,종로구청,종로경찰서,Y,1,25,2019-01-14,3000000,서울특별시 종로구,0,9
특수학교,수도사랑의학교,서울특별시 종로구 사직로7길17,서울특별시 종로구 사직동 262-57,37.574721,126.965217,종로구청,종로경찰서,Y,1,12,2019-01-14,3000000,서울특별시 종로구,0,6
어린이집,서울청사한빛어린이집,서울특별시 종로구 효자로39,서울특별시 종로구 창성동 117-6,37.5797195,126.973221,종로구청,종로경찰서,Y,1,12,2019-01-14,3000000,서울특별시 종로구,0,12
유치원,세검정유치원,서울특별시 종로구 자하문로310,서울특별시 종로구 홍지동 94-9,37.6001344,126.9594842,종로구청,종로경찰서,Y,1,35,2019-01-14,3000000,서울특별시 종로구,0,10
초등학교,상명대부속초등학교,서울특별시 종로구 홍지문2길1,서울특별시 종로구 홍지동 7,37.6005802,126.956708,종로구청,종로경찰서,Y,1,6~12,2019-01-14,3000000,서울특별시 종로구,2016-11-10,10
