지역,시설,명칭,지정,,,,,
구로구,유치원,도현,’98,,,,,
구로구,유치원,버들,’98,,,,,
구로구,유치원,신도,’06,,,,,
구로구,유치원,예쁨,’98,,,,,
구로구,유치원,일신,’98,,,,,
구로구,유치원,아람,’08,,,,,
구로구,유치원,미림,’09,,,,,
구로구,유치원,사랑,’09,,,,,
구로구,유치원,준희,’96,,,,,
구로구,유치원,동정성모,’95,,,,,
구로구,유치원,서울남,’10,,,,,
구로구,유치원,혜원,’10,,,,,
구로구,유치원,숲속나무,’13,,,,,
구로구,유치원,하늘숲,’14,,,,,
구로구,초등학교,개영,’96,,,,,
구로구,초등학교,개봉,’95,,,,,
구로구,초등학교,개웅,’97,,,,,
구로구,초등학교,고산,’95,,,,,
구로구,초등학교,고원,’04,,,,,
구로구,초등학교,고척,’95,,,,,
구로구,초등학교,구로남,’95,,,,,
구로구,초등학교,구로,’95,,,,,
구로구,초등학교,구일,’96,,,,,
구로구,초등학교,덕의,’95,,,,,
구로구,초등학교,동구로,’95,,,,,
구로구,초등학교,매봉,’95,,,,,
구로구,초등학교,미래,’01,,,,,
구로구,초등학교,세곡,’95,,,,,
구로구,초등학교,신구로,’96,,,,,
구로구,초등학교,신도림,’97,,,,,
구로구,초등학교,신미림,’01,,,,,
구로구,초등학교,영서,’96,,,,,
구로구,초등학교,영일,’96,,,,,
구로구,초등학교,오류남,’96,,,,,
구로구,초등학교,오류,’96,,,,,
구로구,초등학교,오정,’95,,,,,
구로구,초등학교,온수,’97,,,,,
구로구,초등학교,천왕,’11,,,,,
구로구,초등학교,하늘숲,’18,,,,,
구로구,초등학교,항동,’18,,,,,
구로구,특수학교,정진,’02,,,,,
구로구,특수학교,성베드로,’97,,,,,
구로구,특수학교,지구촌학교,’18,,,,,
구로구,보육시설,구로삼성,’10,,,,,
구로구,보육시설,구일,’09,,,,,
구로구,보육시설,남산,’10,,,,,
구로구,보육시설,지암,’07,,,,,
구로구,보육시설,궁동,’07,,,,,
구로구,보육시설,무궁,’08,,,,,
구로구,보육시설,광진선교,’10,,,,,
구로구,보육시설,세라핑,‘10,,,,,
구로구,보육시설,LG전자,‘13,,,,,
구로구,보육시설,샛별,‘13,,,,,
구로구,보육시설,샘소술,‘14,,,,,
구로구,보육시설,예쁜별,‘14,,,,,
구로구,보육시설,예뜰,‘16,,,,,
구로구,보육시설,항동,‘16,,,,,
금천구,유치원,독산,’98,,,,,
금천구,유치원,양지,’98,,,,,
금천구,유치원,시내,’99,,,,,
금천구,유치원,미성,’02,,,,,
금천구,유치원,조형,'09,,,,,
금천구,유치원,두산병(2),'10,,,,,
금천구,유치원,백산병(3),'10,,,,,
금천구,유치원,동산,`10,,,,,
금천구,유치원,서울국악,`10,,,,,
금천구,유치원,탑동단설,`10,,,,,
금천구,초등학교,가산,’95,,,,,
금천구,초등학교,독산,’95,,,,,
금천구,초등학교,두산(2),’95,,,,,
금천구,초등학교,문교,’95,,,,,
금천구,초등학교,백산(3),’95,,,,,
금천구,초등학교,신흥,’95,,,,,
금천구,초등학교,영남,’95,,,,,
금천구,초등학교,탑동(1),’95,,,,,
금천구,초등학교,문성,’96,,,,,
금천구,초등학교,안천,’96,,,,,
금천구,초등학교,정심,’96,,,,,
금천구,초등학교,금천,’97,,,,,
금천구,초등학교,문백,’97,,,,,
금천구,초등학교,시흥,’97,,,,,
금천구,초등학교,금산,’98,,,,,
금천구,초등학교,금동,’03,,,,,
금천구,초등학교,동광,’03,,,,,
금천구,초등학교,금나래초,’18,,,,,
금천구,보육시설,정심,’99,,,,,
금천구,보육시설,개미,’99,,,,,
금천구,보육시설,모아래,’06,,,,,
금천구,보육시설,시흥5동,’06,,,,,
금천구,보육시설,새라,’06,,,,,
금천구,보육시설,자연,’06,,,,,
금천구,보육시설,기쁨,'09,,,,,
금천구,보육시설,꿈나래,'09,,,,,
금천구,보육시설,본동,'09,,,,,
금천구,보육시설,가산,`11,,,,,
금천구,보육시설,샛별,`11,,,,,
금천구,보육시설,양문,`11,,,,,
금천구,보육시설,한울아트스쿨,`11,,,,,
금천구,보육시설,독산본동,`12,,,,,
금천구,보육시설,옥계,`12,,,,,
금천구,보육시설,시흥4동,`12,,,,,
금천구,보육시설,금주,`12,,,,,
금천구,보육시설,새길,`12,,,,,
금천구,보육시설,해솔예술,‘13,,,,,
금천구,보육시설,애경,‘13,,,,,
금천구,보육시설,새롬,‘15,,,,,
영등포구,유치원,성락,’95,,,,,
영등포구,유치원,한영교회,’97,,,,,
영등포구,유치원,에덴,’98,,,,,
영등포구,유치원,영중,’98,,,,,
영등포구,유치원,침례,’98,,,,,
영등포구,유치원,성모,’99,,,,,
영등포구,유치원,청은,'08,,,,,
영등포구,유치원,대림,'08,,,,,
영등포구,유치원,동천,'08,,,,,
영등포구,유치원,명신,'08,,,,,
영등포구,유치원,새나,'08,,,,,
영등포구,유치원,신라,'08,,,,,
영등포구,유치원,우성,'08,,,,,
영등포구,유치원,푸른나라,'15,,,,,
영등포구,유치원,큰나무,'08,,,,,
영등포구,유치원,파란나라,'08,,,,,
영등포구,유치원,은하,'09,,,,,
영등포구,유치원,정은,'09,,,,,
영등포구,유치원,파랑새,'09,,,,,
영등포구,유치원,평강,'09,,,,,
영등포구,유치원,평화,'09,,,,,
영등포구,유치원,한신혜원,'09,,,,,
영등포구,유치원,성미,'09,,,,,
영등포구,유치원,당중병설,'10,,,,,
영등포구,유치원,대동병설,'10,,,,,
영등포구,유치원,도신병설,'10,,,,,
영등포구,유치원,영등포병설,'10,,,,,
영등포구,유치원,영림병설,'10,,,,,
영등포구,유치원,영중병설,'10,,,,,
영등포구,유치원,윤중병설,'10,,,,,
영등포구,유치원,영은,`10,,,,,
영등포구,유치원,돈보스꼬,`12,,,,,
영등포구,유치원,연화,`12,,,,,
영등포구,유치원,양평,‘13,,,,,
영등포구,초등학교,당산,’95,,,,,
영등포구,초등학교,당서,’95,,,,,
영등포구,초등학교,당중(1),’95,,,,,
영등포구,초등학교,대길,’95,,,,,
영등포구,초등학교,대동(2),’95,,,,,
영등포구,초등학교,대영,’95,,,,,
영등포구,초등학교,도림,’95,,,,,
영등포구,초등학교,도신(3),’95,,,,,
영등포구,초등학교,문래,’95,,,,,
영등포구,초등학교,신영,’95,,,,,
영등포구,초등학교,여의도,’95,,,,,
영등포구,초등학교,영동,’95,,,,,
영등포구,초등학교,영신,’95,,,,,
영등포구,초등학교,영중(6),’95,,,,,
영등포구,초등학교,영등포(4),’96,,,,,
영등포구,초등학교,영림(5),’96,,,,,
영등포구,초등학교,윤중(7),’96,,,,,
영등포구,초등학교,신대림,’97,,,,,
영등포구,초등학교,대방,’98,,,,,
영등포구,초등학교,우신,’98,,,,,
영등포구,초등학교,영원,’03,,,,,
영등포구,초등학교,영문,’05,,,,,
영등포구,초등학교,선유,’07,,,,,
영등포구,보육시설,신길5동,’07,,,,,
영등포구,보육시설,해태,’07,,,,,
영등포구,보육시설,남서울,’07,,,,,
영등포구,보육시설,은석,’07,,,,,
영등포구,보육시설,양평1동,’07,,,,,
영등포구,보육시설,신이화,’07,,,,,
영등포구,보육시설,무지개영재,’07,,,,,
영등포구,보육시설,국회,’07,,,,,
영등포구,보육시설,구립하정,`11,,,,,
영등포구,보육시설,하나푸르니신길,`11,,,,,
영등포구,보육시설,영신,`11,,,,,
영등포구,보육시설,꿈나무,`11,,,,,
영등포구,보육시설,양평3가,`12,,,,,
영등포구,보육시설,KDB,‘14,,,,,
영등포구,보육시설,선재,’17,,,,,
동작구,유치원,강남,’09,,,,,
동작구,유치원,동그라미,’95,,,,,
동작구,유치원,동아,’03,,,,,
동작구,유치원,명수,’98,,,,,
동작구,유치원,벧엘,’97,,,,,
동작구,유치원,사랑,’03,,,,,
동작구,유치원,사도,’09,,,,,
동작구,유치원,상아,’98,,,,,
동작구,유치원,성모,'09,,,,,
동작구,유치원,행복,'09,,,,,
동작구,유치원,승혜,'98,,,,,
동작구,유치원,애광,’98,,,,,
동작구,유치원,양문,’97,,,,,
동작구,유치원,열림,’97,,,,,
동작구,유치원,요요,’03,,,,,
동작구,유치원,중앙대부속,’99,,,,,
동작구,유치원,샛별,‘14,,,,,
동작구,유치원,하랑숲,’17,,,,,
동작구,유치원,시현,’18,,,,,
동작구,유치원,행복한숲,’19,,,,,
동작구,유치원,신남성병(1),'10,,,,,
동작구,유치원,은로병(2),'10,,,,,
동작구,초등학교,강남,’95,,,,,
동작구,초등학교,남사(1),’95,,,,,
동작구,초등학교,남성,’95,,,,,
동작구,초등학교,문창,’95,,,,,
동작구,초등학교,신남성(3),’95,,,,,
동작구,초등학교,신상도,’95,,,,,
동작구,초등학교,영화,’95,,,,,
동작구,초등학교,신길(2),’96,,,,,
동작구,초등학교,은로(4),’96,,,,,
동작구,초등학교,행림,’96,,,,,
동작구,초등학교,노량진,’97,,,,,
동작구,초등학교,대림(2),’97,,,,,
동작구,초등학교,동작,’97,,,,,
동작구,초등학교,본동,’97,,,,,
동작구,초등학교,상도,’97,,,,,
동작구,초등학교,영본,’97,,,,,
동작구,초등학교,흑석,’98,,,,,
동작구,초등학교,중대부속,’98,,,,,
동작구,초등학교,보라매,’05,,,,,
동작구,초등학교,삼일,’07,,,,,
동작구,초등학교,상현(원인자),`12,,,,,
동작구,특수학교,삼성,’97,,,,,
동작구,보육시설,양지,’06,,,,,
동작구,보육시설,우리,’06,,,,,
동작구,보육시설,예담,’06,,,,,
동작구,보육시설,참사랑,’06,,,,,
동작구,보육시설,연꽃,’06,,,,,
동작구,보육시설,은하,’06,,,,,
동작구,보육시설,아롱다롱,’06,,,,,
동작구,보육시설,꿈나무,'07,,,,,
동작구,보육시설,상도,`10,,,,,
동작구,보육시설,문화,’13,,,,,
동작구,보육시설,성대,`14,,,,,
동작구,보육시설,큰별,`14,,,,,
동작구,보육시설,다문화,`12,,,,,
동작구,보육시설,애광,`12,,,,,
동작구,보육시설,노벨,‘13,,,,,
동작구,보육시설,영재,‘12,,,,,
동작구,보육시설,사당4,‘19,,,,,
관악구,유치원,건영,’97,,,,,
관악구,유치원,동원,’97,,,,,
관악구,유치원,배꽃,’97,,,,,
관악구,유치원,소슬,’97,,,,,
관악구,유치원,예닯,’97,,,,,
관악구,유치원,은아,’97,,,,,
관악구,유치원,현대,’97,,,,,
관악구,유치원,명성,’98,,,,,
관악구,유치원,새소슬,’98,,,,,
관악구,유치원,새싹,’98,,,,,
관악구,유치원,신림,’98,,,,,
관악구,유치원,애동,’98,,,,,
관악구,유치원,종인,’98,,,,,
관악구,유치원,하늘,’98,,,,,
관악구,유치원,한별,’98,,,,,
관악구,유치원,큰솔,’03,,,,,
관악구,유치원,은비,’05,,,,,
관악구,유치원,꿈나라,’09,,,,,
관악구,유치원,신우단설,’10,,,,,
관악구,유치원,관악병설,’10,,,,,
관악구,유치원,난곡병설,’10,,,,,
관악구,유치원,봉천병설,’10,,,,,
관악구,유치원,삼성병설,'10,,,,,
관악구,유치원,신성병설,'10,,,,,
관악구,유치원,원당병설,'10,,,,,
관악구,유치원,은천병설,'10,,,,,
관악구,유치원,청룡병설,'10,,,,,
관악구,유치원,영그린,'15,,,,,
관악구,유치원,예일,'15,,,,,
관악구,초등학교,관악(2),’95,,,,,
관악구,초등학교,구암,’95,,,,,
관악구,초등학교,난곡(3),’95,,,,,
관악구,초등학교,난우,’95,,,,,
관악구,초등학교,난향,’95,,,,,
관악구,초등학교,남부,’95,,,,,
관악구,초등학교,당곡,’95,,,,,
관악구,초등학교,미성,’95,,,,,
관악구,초등학교,사당,’95,,,,,
관악구,초등학교,신우(1),’95,,,,,
관악구,초등학교,원당(7),’95,,,,,
관악구,초등학교,인헌,’95,,,,,
관악구,초등학교,청룡(9),’95,,,,,
관악구,초등학교,삼성(5),’96,,,,,
관악구,초등학교,신림,’96,,,,,
관악구,초등학교,신봉,’96,,,,,
관악구,초등학교,은천(8),’96,,,,,
관악구,초등학교,봉천(4),’98,,,,,
관악구,초등학교,신성(6),’98,,,,,
관악구,초등학교,봉현,’03,,,,,
관악구,초등학교,원신,’03,,,,,
관악구,초등학교,조원,’05,,,,,
관악구,특수학교,정문,’97,,,,,
관악구,특수학교,삼육재활,’97,,,,,
관악구,보육시설,구립선봉,’97,,,,,
관악구,보육시설,구립다원,’10,,,,,
관악구,보육시설,구립도담,'10,,,,,
관악구,보육시설,구립새빛,`10,,,,,
관악구,보육시설,구립노아,`97,,,,,
관악구,보육시설,구립문성,`07,,,,,
관악구,보육시설,구립미림,`13,,,,,
관악구,보육시설,구립합실,‘13,,,,,
관악구,보육시설,구립서원,‘13,,,,,
관악구,보육시설,예대,‘13,,,,,
관악구,보육시설,미래클,’15,,,,,
관악구,보육시설,아뜰,’17,,,,,
관악구,보육시설,초롱별,’18,,,,,
서초구,유치원,여나,’98,,,,,
서초구,유치원,하나,’98,,,,,
서초구,유치원,구룡,’99,,,,,
서초구,유치원,석문,’99,,,,,
서초구,유치원,양재천사,’99,,,,,
서초구,유치원,신반포중앙,’07,,,,,
서초구,유치원,반포병(1),'10,,,,,
서초구,유치원,방배병(2),'10,,,,,
서초구,유치원,서래병(3),'10,,,,,
서초구,유치원,원명병(4),'10,,,,,
서초구,유치원,새순,'10,,,,,
서초구,유치원,한신,`07,,,,,
서초구,유치원,영생,`10,,,,,
서초구,유치원,반포성모,`10,,,,,
서초구,유치원,새성민,`10,,,,,
서초구,유치원,서초(원인자),‘14,,,,,
서초구,유치원,청계숲(원인자),‘15,,,,,
서초구,초등학교,신중,’96,,,,,
서초구,초등학교,서일,’98,,,,,
서초구,초등학교,방배,’98,,,,,
서초구,초등학교,서초,’96,,,,,
서초구,초등학교,방현,’96,,,,,
서초구,초등학교,언남,’14,,,,,
서초구,초등학교,방일,’96,,,,,
서초구,초등학교,이수,’98,,,,,
서초구,초등학교,서래,’95,,,,,
서초구,초등학교,양재,’96,,,,,
서초구,초등학교,서이,’96,,,,,
서초구,초등학교,원명,’98,,,,,
서초구,초등학교,신동,’98,,,,,
서초구,초등학교,반포,’96,,,,,
서초구,초등학교,서원,’96,,,,,
서초구,초등학교,반원,’95,,,,,
서초구,초등학교,우암,’96,,,,,
서초구,초등학교,교대부속,’96,,,,,
서초구,초등학교,잠원,’95,,,,,
서초구,초등학교,계성,’06,,,,,
서초구,초등학교,원촌,’95,,,,,
서초구,초등학교,매헌,‘08,,,,,
서초구,초등학교,우면,’13,,,,,
서초구,초등학교,우슬,’14,,,,,
서초구,특수학교,다니엘,’97,,,,,
서초구,보육시설,서초,'08,,,,,
서초구,보육시설,반포1동,'08,,,,,
서초구,보육시설,서초성모,'08,,,,,
서초구,보육시설,서초연꽃,'08,,,,,
서초구,보육시설,서초장미,'08,,,,,
서초구,보육시설,푸르니서초,'08,,,,,
서초구,보육시설,서초중앙,'08,,,,,
서초구,보육시설,아람마주이야기,'08,,,,,
서초구,보육시설,서초구청직장,'08,,,,,
서초구,보육시설,하나푸르니,`14,,,,,
서초구,보육시설,반포서래,‘14,,,,,
서초구,보육시설,반포,‘13,,,,,
서초구,보육시설,LG전자강남센터,‘16,,,,,
서초구,보육시설,사랑의,‘16,,,,,
서초구,보육시설,샤이닝키즈,‘17,,,,,
서초구,보육시설,남태령,‘18,,,,,
서초구,보육시설,서초남서울,‘18,,,,,
강남구 ,유치원,돌샘,’97,,,,,
강남구 ,유치원,신양,’97,,,,,
강남구 ,유치원,이화,’97,,,,,
강남구 ,유치원,영동제일,’97,,,,,
강남구 ,유치원,소망,’98,,,,,
강남구 ,유치원,청운교회부,’98,,,,,
강남구 ,유치원,묘동,’99,,,,,
강남구 ,유치원,푸른,’99,,,,,
강남구 ,유치원,성요셉,’99,,,,,
강남구 ,유치원,강남,’05,,,,,
강남구 ,유치원,럭키,’07,,,,,
강남구 ,유치원,반디,’07,,,,,
강남구 ,유치원,신우주,’07,,,,,
강남구 ,유치원,초원,’07,,,,,
강남구 ,유치원,성결,’07,,,,,
강남구 ,유치원,하늘빛,’97,,,,,
강남구 ,유치원,도곡렉슬,’09,,,,,
강남구 ,유치원,아란,'10,,,,,
강남구 ,유치원,은곡,`15,,,,,
강남구 ,유치원,역삼병설,'10 ,,,,,
강남구 ,유치원,개포단설,'10,,,,,
강남구 ,유치원,대현병설,'10,,,,,
강남구 ,유치원,수서병설,'10,,,,,
강남구 ,초등학교,대곡,’95,,,,,
강남구 ,초등학교,대왕,’95,,,,,
강남구 ,초등학교,대현(3),’95,,,,,
강남구 ,초등학교,도곡,’95,,,,,
강남구 ,초등학교,도성,’95,,,,,
강남구 ,초등학교,봉은,’95,,,,,
강남구 ,초등학교,삼릉,’95,,,,,
강남구 ,초등학교,청담,’95,,,,,
강남구 ,초등학교,포이,’95,,,,,
강남구 ,초등학교,논현,’96,,,,,
강남구 ,초등학교,신구,’96,,,,,
강남구 ,초등학교,언북,’96,,,,,
강남구 ,초등학교,영희,’96,,,,,
강남구 ,초등학교,일원,’96,,,,,
강남구 ,초등학교,학동,’96,,,,,
강남구 ,초등학교,개원,’97,,,,,
강남구 ,초등학교,개일,’97,,,,,
강남구 ,초등학교,구룡,’97,,,,,
강남구 ,초등학교,대도,’97,,,,,
강남구 ,초등학교,대모,’97,,,,,
강남구 ,초등학교,대진,’97,,,,,
강남구 ,초등학교,수서(4),’97,,,,,
강남구 ,초등학교,압구정,’97,,,,,
강남구 ,초등학교,언주,’97,,,,,
강남구 ,초등학교,역삼(1),’97,,,,,
강남구 ,초등학교,왕북,’97,,,,,
강남구 ,초등학교,개포(2),’98,,,,,
강남구 ,초등학교,대청,’98,,,,,
강남구 ,초등학교,대치,’98,,,,,
강남구 ,초등학교,양전,’98,,,,,
강남구 ,초등학교,세명(원인자),`12,,,,,
강남구 ,초등학교,율현(원인자),‘13,,,,,
강남구 ,초등학교,자곡,‘15,,,,,
강남구 ,특수학교,밀알,’98,,,,,
강남구 ,특수학교,정애,'10,,,,,
강남구 ,보육시설,연화,`11,,,,,
강남구 ,보육시설,한별,`11,,,,,
강남구 ,보육시설,삼성,`11,,,,,
강남구 ,보육시설,오르다,`11,,,,,
강남구 ,보육시설,선릉삼성,`11,,,,,
강남구 ,보육시설,성모,`11,,,,,
강남구 ,보육시설,준현,`11,,,,,
강남구 ,보육시설,푸른,`11,,,,,
강남구 ,보육시설,자람,`11,,,,,
강남구 ,보육시설,목련,`11,,,,,
강남구 ,보육시설,대치,`11,,,,,
강남구 ,보육시설,한티,`11,,,,,
강남구 ,보육시설,킹스키즈,`11,,,,,
강남구 ,보육시설,선재,`11,,,,,
강남구 ,보육시설,성아,`11,,,,,
강남구 ,보육시설,청수,`11,,,,,
강남구 ,보육시설,튼튼영재,`11,,,,,
강남구 ,보육시설,강남구직장,`12,,,,,
강남구 ,보육시설,구민회관,`12,,,,,
강남구 ,보육시설,신사,`12,,,,,
강남구 ,보육시설,보미나,`12,,,,,
강남구 ,보육시설,청담 ,`12,,,,,
강남구 ,보육시설,역삼,`12,,,,,
강남구 ,보육시설,선우,`12,,,,,
강남구 ,보육시설,개포 ,`12,,,,,
강남구 ,보육시설,수서 ,`12,,,,,
강남구 ,보육시설,일원 ,`12,,,,,
강남구 ,보육시설,압구정,`12,,,,,
강남구 ,보육시설,언북몬테소리,`12,,,,,
강남구 ,보육시설,강남동산,`12,,,,,
강남구 ,보육시설,도토리소풍,`12,,,,,
강남구 ,보육시설,압구정아람,`13,,,,,
강남구 ,보육시설,예지,‘13,,,,,
강남구 ,보육시설,강남,‘13,,,,,
강남구 ,보육시설,방죽,‘13,,,,,
강남구 ,보육시설,바롬,‘13,,,,,
강남구 ,보육시설,역삼가애,‘13,,,,,
강남구 ,보육시설,아이뜰,‘13,,,,,
강남구 ,보육시설,해맑은,‘13,,,,,
강남구 ,보육시설,대청,‘13,,,,,
강남구 ,보육시설,충현,‘16,,,,,
강남구 ,보육시설,세곡햇빛,‘17,,,,,
강남구 ,보육시설,한울,‘18,,,,,
송파구,유치원,동삼,’08,,,,,
송파구,유치원,동화나라,’09,,,,,
송파구,유치원,불광,’09,,,,,
송파구,유치원,석촌,’07,,,,,
송파구,유치원,시연,’08,,,,,
송파구,유치원,은선,'08,,,,,
송파구,유치원,제일무궁화,'08,,,,,
송파구,유치원,예은,'09,,,,,
송파구,유치원,아이코리아세새대,'09,,,,,
송파구,유치원,별나라,'09,,,,,
송파구,유치원,수정,'09,,,,,
송파구,유치원,생명나무,'09,,,,,
송파구,유치원,햇빛,'09,,,,,
송파구,유치원,혜림,'09,,,,,
송파구,유치원,아주,'10,,,,,
송파구,유치원,기린,'11,,,,,
송파구,유치원,꿈밭,'11,,,,,
송파구,유치원,솔가람(원인자),‘14,,,,,
송파구,유치원,티움,‘16,,,,,
송파구,유치원,가락병설,’10,,,,,
송파구,유치원,거여병설,’10,,,,,
송파구,유치원,세륜병설,’10,,,,,
송파구,유치원,송전병설,’10,,,,,
송파구,유치원,신천병설,’10,,,,,
송파구,유치원,잠신병설,’10,,,,,
송파구,유치원,잠일병설,’10,,,,,
송파구,초등학교,가동,’07,,,,,
송파구,초등학교,가원,’06,,,,,
송파구,초등학교,가주,’05,,,,,
송파구,초등학교,거여,’03,,,,,
송파구,초등학교,거원,’07,,,,,
송파구,초등학교,남천,’06,,,,,
송파구,초등학교,마천,’05,,,,,
송파구,초등학교,문덕,’06,,,,,
송파구,초등학교,문정,’04,,,,,
송파구,초등학교,방산,’05,,,,,
송파구,초등학교,방이,’04,,,,,
송파구,초등학교,삼전,’05,,,,,
송파구,초등학교,석촌,’05,,,,,
송파구,초등학교,세륜,’06,,,,,
송파구,초등학교,송파,’04,,,,,
송파구,초등학교,신가,’05,,,,,
송파구,초등학교,신천,’07,,,,,
송파구,초등학교,아주,’06,,,,,
송파구,초등학교,영풍,’05,,,,,
송파구,초등학교,오금,’06,,,,,
송파구,초등학교,오륜,’07,,,,,
송파구,초등학교,잠동,’07,,,,,
송파구,초등학교,잠전,’06,,,,,
송파구,초등학교,중대,’05,,,,,
송파구,초등학교,토성,’06,,,,,
송파구,초등학교,평화,’06,,,,,
송파구,초등학교,풍납,’05,,,,,
송파구,초등학교,풍성,’06,,,,,
송파구,초등학교,송전,’07,,,,,
송파구,초등학교,문현,’08,,,,,
송파구,초등학교,개롱,’08,,,,,
송파구,초등학교,잠일,’08,,,,,
송파구,초등학교,잠신,’98,,,,,
송파구,초등학교,잠실,’08,,,,,
송파구,초등학교,잠현,’08,,,,,
송파구,초등학교,버들,’15,,,,,
송파구,초등학교,송례,‘13,,,,,
송파구,초등학교,위례별,‘15,,,,,
송파구,초등학교,가락,‘19,,,,,
송파구,초등학교,해누리,‘19,,,,,
송파구,특수학교,육영(1),’09,,,,,
송파구,보육시설,천마,’06,,,,,
송파구,보육시설,사랑,’06,,,,,
송파구,보육시설,오금,’06,,,,,
송파구,보육시설,열매,’06,,,,,
송파구,보육시설,송파제일,’06,,,,,
송파구,보육시설,아산,’06,,,,,
송파구,보육시설,풍납,’06,,,,,
송파구,보육시설,가락본동,`10,,,,,
송파구,보육시설,풍성,`10,,,,,
송파구,보육시설,뉴한가람,`10,,,,,
송파구,보육시설,금륜,`10,,,,,
송파구,보육시설,천사,`10,,,,,
송파구,보육시설,석촌호수,`10,,,,,
송파구,보육시설,산성,`10,,,,,
송파구,보육시설,거여,`10,,,,,
송파구,보육시설,마천,`10,,,,,
송파구,보육시설,버들,`10,,,,,
송파구,보육시설,잠실,`10,,,,,
송파구,보육시설,행복한,`11,,,,,
송파구,보육시설,예랑,‘13,,,,,
송파구,보육시설,주주,‘13 ,,,,,
송파구,보육시설,가원,‘15,,,,,
송파구,보육시설,예일,’17,,,,,
강동구,유치원,천호,’97,,,,,
강동구,유치원,화랑,’97,,,,,
강동구,유치원,가람,’98,,,,,
강동구,유치원,녹원,’98,,,,,
강동구,유치원,유정,’98,,,,,
강동구,유치원,은새,’98,,,,,
강동구,유치원,한성,’98,,,,,
강동구,유치원,반석,’99,,,,,
강동구,유치원,준현,’03,,,,,
강동구,유치원,오송,’03,,,,,
강동구,유치원,성보나,‘09,,,,,
강동구,유치원,예슬,‘09,,,,,
강동구,유치원,송원,‘09,,,,,
강동구,유치원,예크,‘09,,,,,
강동구,유치원,서울,‘09,,,,,
강동구,유치원,구강사,'10,,,,,
강동구,유치원,둔촌,'10,,,,,
강동구,유치원,명덕,'10,,,,,
강동구,유치원,둘리,`12,,,,,
강동구,유치원,고덕,`12,,,,,
강동구,유치원,색동,`12,,,,,
강동구,유치원,한울,`12,,,,,
강동구,유치원,강일유정(원인자),`12,,,,,
강동구,유치원,강일늘사랑,`14,,,,,
강동구,유치원,명일단(1),'10,,,,,
강동구,유치원,강덕병(2),'10,,,,,
강동구,유치원,고명병(3),'10,,,,,
강동구,유치원,길동병(4),'10,,,,,
강동구,유치원,선린병(5),'10,,,,,
강동구,유치원,위례병(6),'10,,,,,
강동구,초등학교,강덕,’95,,,,,
강동구,초등학교,강동,’95,,,,,
강동구,초등학교,강명,’11,,,,,
강동구,초등학교,강일,’95,,,,,
강동구,초등학교,고덕,’95,,,,,
강동구,초등학교,고명,’95,,,,,
강동구,초등학교,고일,’99,,,,,
강동구,초등학교,길동,’96,,,,,
강동구,초등학교,대명,’95,,,,,
강동구,초등학교,둔촌,’98,,,,,
강동구,초등학교,명덕,’98,,,,,
강동구,초등학교,명원,’96,,,,,
강동구,초등학교,명일,’97,,,,,
강동구,초등학교,묘곡,’98,,,,,
강동구,초등학교,상일,’98,,,,,
강동구,초등학교,선린,’95,,,,,
강동구,초등학교,선사,’01,,,,,
강동구,초등학교,성내,’95,,,,,
강동구,초등학교,성일,’95,,,,,
강동구,초등학교,신명,’98,,,,,
강동구,초등학교,신암,’97,,,,,
강동구,초등학교,위례,’95,,,,,
강동구,초등학교,천동,’95,,,,,
강동구,초등학교,천일,’95,,,,,
강동구,초등학교,천호,’95,,,,,
강동구,초등학교,한산,’97,,,,,
강동구,초등학교,강솔,’17,,,,,
강동구,특수학교,한국구화,’97,,,,,
강동구,특수학교,주몽,’97,,,,,
강동구,보육시설,강일,’09,,,,,
강동구,보육시설,고일,’07,,,,,
강동구,보육시설,상일,’07,,,,,
강동구,보육시설,암사무지개,’07,,,,,
강동구,보육시설,암사,’07,,,,,
강동구,보육시설,한양,`07,,,,,
강동구,보육시설,둔촌,`10,,,,,
강동구,보육시설,개나리,`10,,,,,
강동구,보육시설,곡교,`10,,,,,
강동구,보육시설,성심,`10,,,,,
강동구,보육시설,세정,`10,,,,,
강동구,보육시설,예일,`10,,,,,
강동구,보육시설,강동아이슐,`10,,,,,
강동구,보육시설,예은,`10,,,,,
강동구,보육시설,자연,`10,,,,,
강동구,보육시설,반석,`12,,,,,
강동구,보육시설,라온,‘13,,,,,
강동구,보육시설,그린,‘13,,,,,
강동구,보육시설,애지,‘13,,,,,
강동구,보육시설,강동복지관,‘13,,,,,
강동구,보육시설,올리브나무,‘13,,,,,
강동구,보육시설,자이젠킨더,‘15,,,,,
강동구,보육시설,강동무지개,‘15,,,,,
강동구,보육시설,푸른숲,‘15,,,,,
강동구,보육시설,예꿈,‘15,,,,,
강동구,보육시설,동심,‘16,,,,,
강동구,보육시설,구립은강,‘17,,,,,
강동구,보육시설,구립해나,’18,,,,,
강동구,보육시설,성내참사랑,’18,,,,,
