사고번호,사고일시,요일,시군구,X,Y,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2.02E+15,2019년 11월 14일 14시,목요일,서울특별시 관악구 신림동,126.935806,37.463207,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,여,8세,경상
2.02E+15,2019년 11월 14일 16시,목요일,서울특별시 성북구 하월곡동,127.039357,37.604685,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,여,10세,경상
2.02E+15,2019년 11월 15일 14시,금요일,서울특별시 강남구 대치동,127.06334,37.499194,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 젖음/습기,비,단일로 - 기타,승용,남,40세,상해없음,보행자,남,11세,경상
2.02E+15,2019년 11월 19일 15시,화요일,서울특별시 은평구 불광동,126.935569,37.619157,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,67세,상해없음,보행자,여,9세,중상
2.02E+15,2019년 11월 22일 08시,금요일,서울특별시 강서구 화곡동,126.84727,37.540704,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,8세,중상
2.02E+15,2019년 11월 22일 15시,금요일,서울특별시 노원구 월계동,127.056738,37.628252,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,69세,상해없음,보행자,여,10세,경상
2.02E+15,2019년 11월 30일 11시,토요일,서울특별시 구로구 고척동,126.858875,37.503171,부상신고사고,0,0,0,1,차대차 - 측면충돌,미분류,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,자전거,남,10세,부상신고
2.02E+15,2019년 12월 2일 08시,월요일,서울특별시 동작구 신대방동,126.917182,37.492683,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,47세,상해없음,보행자,남,8세,경상
2.02E+15,2019년 12월 4일 16시,수요일,서울특별시 중랑구 면목동,127.089212,37.582365,경상사고,0,0,1,0,차대사람 - 차도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,72세,상해없음,보행자,남,11세,경상
2.02E+15,2019년 12월 6일 20시,금요일,서울특별시 노원구 중계동,127.079999,37.651015,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,11세,경상,승용,남,53세,상해없음
2.02E+15,2019년 12월 6일 20시,금요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로안,승합,남,71세,상해없음,자전거,남,44세,상해없음
2.02E+15,2019년 12월 9일 17시,월요일,서울특별시 중랑구 망우동,127.106328,37.599588,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,59세,상해없음,보행자,남,11세,경상
2.02E+15,2019년 12월 13일 08시,금요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,보행자,여,39세,경상
2.02E+15,2019년 12월 26일 12시,목요일,서울특별시 은평구 역촌동,126.914622,37.604586,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,보행자,남,8세,중상
2.02E+15,2019년 12월 30일 06시,월요일,서울특별시 은평구 불광동,126.935569,37.619157,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,흐림,교차로 - 교차로횡단보도내,이륜,남,68세,상해없음,보행자,남,9세,부상신고
2.02E+15,2019년 12월 31일 10시,화요일,서울특별시 강서구 화곡동,126.84727,37.540704,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,보행자,여,8세,부상신고
